PRODUTC,VALUE,DATETIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
Voice,256,2012-05-07 00:00:51.0,0,58ad058fdf950d3,6308928b19ec999,19e2e,19e2e,1e78f22c1f,de2a8cf96f
Voice,38,2012-05-07 00:00:51.0,1,e1705630fd8373b,1d79552f5428cb4,19e2e,19e2e,ffcc507579,1ea909bdfc
Voice,21,2012-05-07 00:00:51.0,4,ca59d7555e2cb38,0686ccb94ac039a,19e2e,19e2e,5796564ea5,5d4c1957a9
Voice,30,2012-05-07 00:00:51.0,3,f970e8170c4b31c,638a3132ad203b9,19e2e,19e2e,833c2b967a,55d6d9039c
Voice,0,2012-05-07 00:00:51.0,2,a4016593a9a6528,70798c289a4059d,19e2e,19e2e,367312dffd,bc58a52936
Voice,2,2012-05-07 00:00:51.0,4,076d3790d972b69,e4f4db782f95066,19e2e,19e2e,eb281963f0,ad84d6f9fe
Voice,93,2012-05-07 00:00:51.0,5,6d9ad724ec1d852,9a39ddd10f2a4b1,19e2e,19e2e,cd0240e31c,f018a8651b
Voice,0,2012-05-07 00:00:51.0,0,9be92d302dd99be,f9ef9bcd2c70a41,19e2e,19e2e,2bfe22b150,c6400e443f
Voice,84,2012-05-07 00:00:51.0,1,964444df6f332db,0516e4bde154bb9,19e2e,19e2e,e5e1285933,e9639876a8
Voice,14,2012-05-07 00:00:51.0,2,cfa63667a3a872a,5f0b4030b15d1d8,19e2e,19e2e,804b23e81d,558dceb97c
Voice,51,2012-05-07 00:00:51.0,2,67316cea169ae0d,2d0b2616086a8a3,19e2e,19e2e,38520357f9,4849c3cf05
Voice,158,2012-05-07 00:00:51.0,5,e98739c63923039,792daa68af82707,19e2e,19e2e,31ae4582de,af5a5167d4
Voice,38,2012-05-07 00:00:51.0,2,7a312916bd102d9,31f03b70dc48906,19e2e,19e2e,f1d92c97f9,f7f56b7293
Voice,180,2012-05-07 00:00:51.0,1,c505279f6b7aa75,2c87da4803b0a58,19e2e,19e2e,f0748f4a9f,90660365c4
data,0,2012-05-07 00:00:51.0,_,4ff132f3b893040,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:51.0,_,8480eafc3128339,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:51.0,_,a9e31b8eb23c5c1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:51.0,_,816da74ab4bc8f6,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:51.0,_,f5c52a00da32bc8,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:00:51.0,2,6fe1d29f3d30172,aaaf0e4bdec7311,19e2e,19e2e,TXpCrkj39L,TXpCrkj39L
sms,0,2012-05-07 00:00:52.0,0,2fbeaacee8211ad,aaaf0e4bdec7311,19e2e,19e2e,21cf39b286,02ed2d8f59
sms,25,2012-05-07 00:00:52.0,2,5324f42bb9de627,63fc3df0648fcd7,19e2e,19e2e,2b45893fa5,3ee452939f
sms,25,2012-05-07 00:00:52.0,0,3558cd3c4380398,6ad3a00255fe07d,19e2e,19e2e,876704aa20,585a3bc66c
sms,0,2012-05-07 00:00:52.0,2,c9c5af876936e98,aaaf0e4bdec7311,19e2e,19e2e,a5585a349d,7b94535e4b
sms,0,2012-05-07 00:00:52.0,2,4c4087e9a0c1e00,e09e736e46c5c3d,19e2e,19e2e,a86d248923,b5c786e566
sms,0,2012-05-07 00:00:52.0,0,160fff4455d6431,7c471a9f1681c9c,19e2e,19e2e,da6c9e7d33,ea5a2bf3ba
sms,0,2012-05-07 00:00:52.0,0,8ed326ae7cae3bf,c04ff1c7e335885,19e2e,19e2e,f907585c1f,ec2f249b2b
sms,0,2012-05-07 00:00:52.0,0,3b38b1fb57ccb67,93343ba6e41af95,19e2e,19e2e,33e24a2f64,964f27ce54
sms,0,2012-05-07 00:00:52.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,0,2012-05-07 00:00:52.0,5,e1cc12ca1936532,93343ba6e41af95,19e2e,19e2e,adde936e08,ad84d6f9fe
sms,0,2012-05-07 00:00:52.0,2,8e25cf65cfd24bc,31df51152329e06,19e2e,19e2e,a86d248923,b5c786e566
Voice,8,2012-05-07 00:00:52.0,5,4ff51e5ccf9df86,bd6b3bbd0cfd00b,19e2e,19e2e,00e7b9b504,87978692ba
Voice,16,2012-05-07 00:00:52.0,1,aef0a44ea586738,3aa85deaad4923a,19e2e,19e2e,9dbc70e891,995eea2683
Voice,169,2012-05-07 00:00:52.0,2,82092b53e41cda5,aabcc523ce444fd,19e2e,19e2e,6f4d9b77a5,ebfc58af70
Voice,33,2012-05-07 00:00:52.0,1,dda850f774e06d9,525f7064b747312,19e2e,19e2e,0ff4f68649,d8682c35fc
Voice,11,2012-05-07 00:00:52.0,4,40dd6d40fe7f9be,280ba4b2748cb52,19e2e,19e2e,2c2dfdd839,4849c3cf05
Voice,0,2012-05-07 00:00:52.0,2,cc21fef74ac6a05,257000ad28c7811,19e2e,19e2e,d1bad0e687,16205e9f52
Voice,4,2012-05-07 00:00:52.0,1,7f9e3c4717266df,888219664cd92da,19e2e,19e2e,ad53cf815a,1676c8e17d
Voice,272,2012-05-07 00:00:52.0,2,ac9382629677791,26e4507cb062360,19e2e,19e2e,bcc3209833,b4e77d440c
Voice,15,2012-05-07 00:00:52.0,0,d096a7526f7bb76,28a73bcb1498b5d,19e2e,19e2e,01743e1656,1ed7b897b7
Voice,90,2012-05-07 00:00:52.0,0,60898b214972b75,2d3d79a619380c3,19e2e,19e2e,299bd33e4e,c17552bc2e
Voice,3,2012-05-07 00:00:52.0,1,57850d753b4fd91,99f718df6351c6e,19e2e,19e2e,16ef81d211,9bd6022e07
Voice,15,2012-05-07 00:00:52.0,0,159b11229f17500,728fd6bfaa9c31a,19e2e,19e2e,4783127847,8cdff2a0a2
Voice,30,2012-05-07 00:00:52.0,3,3af46b0f68828d3,7c2c50797361fd8,19e2e,19e2e,5fd9a9f030,2dd67b6a64
Voice,30,2012-05-07 00:00:52.0,0,ce0cc852793a904,2fd70f3903217f0,19e2e,19e2e,fe70e431df,c7ea989264
Voice,60,2012-05-07 00:00:52.0,0,29e2d72d0c5d647,504c00902d34203,19e2e,19e2e,7ea7f9e5ec,5c565fbfb1
Voice,90,2012-05-07 00:00:52.0,0,ac882e40249f9c9,76960da3dc440c2,19e2e,19e2e,4ad57373f3,1e824a6436
data,0,2012-05-07 00:00:52.0,_,b2eb870979178e7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:52.0,_,28eec504bf38749,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:52.0,_,a0958bc5dd65339,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:00:52.0,0,3b38b1fb57ccb67,93343ba6e41af95,19e2e,19e2e,33e24a2f64,964f27ce54
Voice,3,2012-05-07 00:00:52.0,1,57850d753b4fd91,99f718df6351c6e,19e2e,19e2e,16ef81d211,9bd6022e07
sms,25,2012-05-07 00:00:53.0,2,25079cdf1f3e175,4191628603db1a1,19e2e,19e2e,3baec99ca7,99adb97923
sms,0,2012-05-07 00:00:53.0,0,7d0cf29836c315e,fd52ab674834cf1,19e2e,19e2e,cba68d0aba,6d70dae094
sms,25,2012-05-07 00:00:53.0,1,ed0ca3beed820d4,efb5623b857bae1,19e2e,19e2e,117024cabb,24ccdda3d5
sms,0,2012-05-07 00:00:53.0,3,938dc8adbc9d272,aaaf0e4bdec7311,19e2e,19e2e,f7582d4b25,73974f7f81
sms,0,2012-05-07 00:00:53.0,1,f007d7e441c2e3e,aaaf0e4bdec7311,19e2e,19e2e,ef264f7459,01c428bbac
sms,0,2012-05-07 00:00:53.0,0,b938b7ccafe38b3,624e9222e35c879,19e2e,19e2e,a04daaa926,d1809b909f
sms,25,2012-05-07 00:00:53.0,2,25079cdf1f3e175,4191628603db1a1,19e2e,19e2e,3baec99ca7,99adb97923
sms,25,2012-05-07 00:00:53.0,1,1582e0e6ee59b93,e0be1e9a52c260d,19e2e,19e2e,0cc45ae2bc,bf59db19bf
sms,50,2012-05-07 00:00:53.0,2,c2c7f30f6628947,eba798fb30c7d56,19e2e,19e2e,e8f485b5f5,2977c05628
sms,25,2012-05-07 00:00:53.0,1,d6bfc466e5a6fa0,dbd3eeee9733cb7,19e2e,19e2e,88425d57f4,ebfc58af70
sms,0,2012-05-07 00:00:53.0,0,d6be44b0da26634,0ba9d043e4f9ecb,19e2e,19e2e,4783127847,8cdff2a0a2
sms,50,2012-05-07 00:00:53.0,4,e755fd0d72965fe,18ae6d5ef52c6aa,19e2e,19e2e,acf82046d2,92635447aa
sms,0,2012-05-07 00:00:53.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,25,2012-05-07 00:00:53.0,1,fdba08889850963,906ec4fbb137f7d,19e2e,19e2e,88425d57f4,ebfc58af70
Voice,86,2012-05-07 00:00:53.0,0,0306f7e556d45dd,d1aad256cbb39ec,19e2e,19e2e,36f9d6b201,e1d7179107
Voice,30,2012-05-07 00:00:53.0,0,4f330811a9cb4fb,db8a94360d6f049,19e2e,19e2e,80c2221eec,8fd6f8d1c5
Voice,18,2012-05-07 00:00:53.0,2,7e520ed5dedacaf,7fc5746b00a2137,19e2e,19e2e,81cf4f302d,a3ea26a4a8
Voice,1,2012-05-07 00:00:53.0,0,f2da80a286ed3fd,112c7ad2275b4a5,19e2e,19e2e,1799d82c3e,780c0d5bd7
Voice,21,2012-05-07 00:00:53.0,0,76eeecc457a1573,b89d57e5cacd160,19e2e,19e2e,0da7a47716,48d806e8bc
Voice,33,2012-05-07 00:00:53.0,3,8ded35e63e5bf9e,92499fc898d87d9,19e2e,19e2e,3ad83fded7,ec36e9bdac
Voice,60,2012-05-07 00:00:53.0,0,47a93a2dcf7a60a,5e8f764af40b0f6,19e2e,19e2e,d1d5331b46,7957b0fb82
Voice,328,2012-05-07 00:00:53.0,2,593d4eab38e20ee,b5ef27c948433bd,19e2e,19e2e,5135db7654,7eb7d0d434
Voice,29,2012-05-07 00:00:53.0,5,3bfdfece2a03b4d,6e98a1d9eacf07c,19e2e,19e2e,84413e7558,1e0e1030e2
Voice,33,2012-05-07 00:00:53.0,1,a569a082a8006b0,1d11917e67fa88d,19e2e,19e2e,6cf6724c34,13c690c436
Voice,191,2012-05-07 00:00:53.0,1,2440a3b8d20c8e7,1d5d7e9120472af,19e2e,19e2e,217ea0f321,7430461f18
Voice,26,2012-05-07 00:00:53.0,5,2bd0bce45db938d,45f90f32886a52f,19e2e,19e2e,3a9100b381,928a59b635
Voice,15,2012-05-07 00:00:53.0,2,0f2b3591510f87f,2f28e9d6700b1f9,19e2e,19e2e,4db0540b25,f91ed8d2e9
Voice,5,2012-05-07 00:00:53.0,2,0c6785c01cb094c,c4046cbcd0e429b,19e2e,19e2e,cb7521ac5d,78d279198d
data,0,2012-05-07 00:00:53.0,_,5d266e5c728dad8,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:53.0,_,3b582f6557c5742,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:53.0,_,7c617d658454e16,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:53.0,_,efdd843f79542c1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:53.0,_,2774224e9d3b454,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:53.0,_,1fd24c888b9e536,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:53.0,_,f8d163019deee5e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:00:54.0,2,c131fd4068f6880,93343ba6e41af95,19e2e,19e2e,eb962cac28,47657c9634
sms,0,2012-05-07 00:00:54.0,0,a9970c947a24d76,847003a50f76f9b,19e2e,19e2e,e4c6d4fec2,9bb4b27356
sms,25,2012-05-07 00:00:54.0,4,5175dcf8e9eac1b,6cf4a5899ba3e21,19e2e,19e2e,74ffac08d2,66e2080825
sms,0,2012-05-07 00:00:54.0,1,161affc2fd25fdc,484a214db267743,19e2e,19e2e,7773627c12,9ef9616350
sms,0,2012-05-07 00:00:54.0,1,8803c753e5f9139,719e08e2ee26546,19e2e,19e2e,731cab5ebb,dac8af8efb
sms,0,2012-05-07 00:00:54.0,1,c85300d91fd68c1,93343ba6e41af95,19e2e,19e2e,ab68996d93,47657c9634
sms,0,2012-05-07 00:00:54.0,0,944b65114fb78ff,bfaebb0f4fdbff4,19e2e,19e2e,401796e91a,29f55addbe
sms,0,2012-05-07 00:00:54.0,0,b00c04fa7e33f61,0e7c65c9c0dfcab,19e2e,19e2e,7d370f006d,8c920c7a50
sms,0,2012-05-07 00:00:54.0,1,52d59c14487e1cf,93343ba6e41af95,19e2e,19e2e,ef264f7459,01c428bbac
sms,0,2012-05-07 00:00:54.0,1,a53686548a74582,d164ed0a0cf2360,19e2e,19e2e,4aece7d310,66e2080825
sms,0,2012-05-07 00:00:54.0,4,08125f0e6af4dc9,e2b85f8e108ccdf,19e2e,19e2e,b4f8f69157,8e6413d5b8
sms,0,2012-05-07 00:00:54.0,1,be19031eac03ee1,93343ba6e41af95,19e2e,19e2e,fb2d5cd3ff,07531b72e2
sms,0,2012-05-07 00:00:54.0,4,db488d9cbd18f4a,ce11165da8f9b9c,19e2e,19e2e,74371ad5ff,97296d8119
sms,0,2012-05-07 00:00:54.0,2,866827260e805f1,aaaf0e4bdec7311,19e2e,19e2e,706d8914d0,22389546ec
sms,25,2012-05-07 00:00:54.0,2,ce11165da8f9b9c,1f664ac552f4152,19e2e,19e2e,577dd249c0,fd14c3c790
sms,25,2012-05-07 00:00:54.0,1,f81cd301d554585,00ab7978b59be9c,19e2e,19e2e,cc09091002,bdeafe55f0
sms,0,2012-05-07 00:00:54.0,1,faf300d18b51fe0,fe35b955c65e052,19e2e,19e2e,41902fdda9,48b7932a30
Voice,38,2012-05-07 00:00:54.0,2,c7a7303fb680d60,3128e8449fe7a82,19e2e,19e2e,292f19e337,43adae9a57
Voice,434,2012-05-07 00:00:54.0,0,9c7c4d04506876c,8a171ba7411ec0d,19e2e,OTHER,665da1dd41,a07e8af2b4
Voice,2,2012-05-07 00:00:54.0,0,8fc75f503a4e47b,3480c0f095ee547,19e2e,19e2e,88a4a4b31b,7e46936864
Voice,11,2012-05-07 00:00:54.0,0,44cb1bc8bb69cb1,21b1f80a7fd2e20,19e2e,19e2e,4f64e93674,43ee48e4d6
Voice,0,2012-05-07 00:00:54.0,0,2f7db94db0a3361,57acda156216da6,19e2e,19e2e,4f64e93674,43ee48e4d6
Voice,57,2012-05-07 00:00:54.0,2,1f7bc08c034ac8f,64be3b130281afc,19e2e,19e2e,6be1ab2849,5d02861fce
Voice,0,2012-05-07 00:00:54.0,0,3a1da328bd42e41,1a49f8b0ded9de6,19e2e,19e2e,0c2371d9bc,1e751d08a4
Voice,0,2012-05-07 00:00:54.0,1,23ead7df57b86db,41bea0411c3b70f,19e2e,19e2e,771430a49a,0e9ebcb77b
Voice,4,2012-05-07 00:00:54.0,1,8b334f2c456765c,22cbcd6ef9c1950,19e2e,19e2e,00e9792ea7,7e0f36f733
Voice,30,2012-05-07 00:00:54.0,1,5e3e7e33b6868b6,e3feb7299631077,19e2e,19e2e,217ea0f321,7430461f18
Voice,8,2012-05-07 00:00:54.0,4,cdc84869e318c6e,39f38a2e92d1acb,19e2e,19e2e,74ffac08d2,66e2080825
Voice,4,2012-05-07 00:00:54.0,1,147a11e42200e5f,f40c22a8b67cc3c,19e2e,19e2e,d1f514485d,dac8dcaeb9
Voice,24,2012-05-07 00:00:54.0,1,086d017e4cfca16,d06b610989c73b2,19e2e,19e2e,1ac89f7784,b1be54f62d
Voice,10,2012-05-07 00:00:54.0,1,74c3c9dd5f07b1d,a61b2b454694dfe,19e2e,19e2e,00e9792ea7,7e0f36f733
data,0,2012-05-07 00:00:54.0,_,9409d2e839fc03c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:54.0,_,00e612a011532c5,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:54.0,_,305518f61d9adb3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:54.0,_,860420f3a354871,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:54.0,_,43d546798f9429c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:54.0,_,d59ad1bbde03bb6,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:00:55.0,1,923437201082ae8,93343ba6e41af95,19e2e,19e2e,10ae6c0752,0f34c36ac5
sms,0,2012-05-07 00:00:55.0,0,14737d56b954ff3,aaaf0e4bdec7311,19e2e,19e2e,b6ef90bf41,d06f40f9d5
sms,50,2012-05-07 00:00:55.0,0,b5532f395dbda0f,e8f0fca28e0200f,19e2e,19e2e,fc28d26e2d,70e2654621
sms,0,2012-05-07 00:00:55.0,2,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,cc2f786391,cef29910fb
sms,0,2012-05-07 00:00:55.0,1,f01457444c825e5,93343ba6e41af95,19e2e,19e2e,204188bc24,ae6cdb80c1
sms,25,2012-05-07 00:00:55.0,0,b4f519279b20653,d17836b4f8b0a6a,19e2e,19e2e,a9161ad1e9,da6fc99bf5
sms,0,2012-05-07 00:00:55.0,1,68ec294ea33925a,11fff327cceacf6,19e2e,19e2e,cf4ba4a993,bc58a52936
sms,0,2012-05-07 00:00:55.0,2,6e9bb143d0c4886,93343ba6e41af95,19e2e,19e2e,4d144a30ea,2d43d99984
sms,0,2012-05-07 00:00:55.0,1,0aa45952a7c34da,ca067108cad737b,19e2e,19e2e,5e9cf81692,8c920c7a50
sms,0,2012-05-07 00:00:55.0,0,160fff4455d6431,7c471a9f1681c9c,19e2e,19e2e,da6c9e7d33,ea5a2bf3ba
sms,0,2012-05-07 00:00:55.0,0,c1e53d937370b72,93343ba6e41af95,19e2e,19e2e,80c2221eec,8fd6f8d1c5
sms,0,2012-05-07 00:00:55.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
Voice,11,2012-05-07 00:00:55.0,0,28129f88f17e1ef,89bc90d516881c7,19e2e,19e2e,4783127847,8cdff2a0a2
Voice,0,2012-05-07 00:00:55.0,2,088d67ae4a28005,1a49f8b0ded9de6,19e2e,19e2e,008f3589e2,26439dbbc1
Voice,19,2012-05-07 00:00:55.0,2,bf485bba7992871,48f86edd17fb544,19e2e,19e2e,08beca90e6,1b5540c02d
Voice,26,2012-05-07 00:00:55.0,1,d65bd6cf5f71ada,3b95827fc50c1a6,19e2e,19e2e,1640acfc47,a184731aac
Voice,7,2012-05-07 00:00:55.0,2,ceb3670d407c961,1c665ce24e93393,19e2e,19e2e,f2e32659be,cc566b4b38
Voice,92,2012-05-07 00:00:55.0,2,6395a27b89c636c,5307b3308ab94cd,19e2e,19e2e,5d9e63befc,cdabae1039
Voice,33,2012-05-07 00:00:55.0,2,1ae462b60bf2bba,91b68a768c8b4bd,19e2e,19e2e,86848ff51f,93b5ea6676
Voice,0,2012-05-07 00:00:55.0,1,aa614a0dad623e8,19e68e80103885e,19e2e,19e2e,2de6b28e8e,c6210d7615
Voice,0,2012-05-07 00:00:55.0,3,636a75ea5b21429,1a49f8b0ded9de6,19e2e,19e2e,12f946a48b,cdf82e4fe3
Voice,44,2012-05-07 00:00:55.0,0,54fe0b3cf311e29,96a9b6249fe3060,19e2e,19e2e,3c2b2b5d1d,0b4f56438f
Voice,42,2012-05-07 00:00:55.0,4,b01d2c6588c63c1,5df5137fd0f9628,19e2e,19e2e,9708bb99ce,a3efd45afb
Voice,45,2012-05-07 00:00:55.0,2,5c8de2eecee13be,d2e1d0449bd7563,19e2e,19e2e,04c03768e0,8483c47df6
Voice,33,2012-05-07 00:00:55.0,5,aa1d83533c4cebf,8c88a3bc53c804f,19e2e,19e2e,98d028e586,e201d86276
data,0,2012-05-07 00:00:55.0,_,1cca4b6afbcd865,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:55.0,_,40388bb4089a492,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:55.0,_,223987ee9c45388,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:55.0,_,a1ba16217fcf393,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,11,2012-05-07 00:00:55.0,0,28129f88f17e1ef,89bc90d516881c7,19e2e,19e2e,4783127847,8cdff2a0a2
sms,0,2012-05-07 00:00:56.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,253f3e83ab,f11e961893
sms,0,2012-05-07 00:00:56.0,3,09c5bb619638b32,93343ba6e41af95,19e2e,19e2e,28f7e73c27,312bc23650
sms,0,2012-05-07 00:00:56.0,2,f8368a69970faf5,93343ba6e41af95,19e2e,19e2e,f7da525b1e,312e8879d3
sms,0,2012-05-07 00:00:56.0,0,f4b79d4a9bd83fa,e09e736e46c5c3d,19e2e,19e2e,cd828df0e4,c07a544c63
sms,0,2012-05-07 00:00:56.0,0,b938b7ccafe38b3,624e9222e35c879,19e2e,19e2e,a04daaa926,d1809b909f
sms,0,2012-05-07 00:00:56.0,0,0d3cf15d02c5df3,a1e9fbb5ba2b12b,19e2e,19e2e,4abcf1006e,dac8dcaeb9
sms,0,2012-05-07 00:00:56.0,0,9ac23e12a249c9c,7af76c2046e02f3,19e2e,OTHER,178dc8724e,36f665a51e
sms,0,2012-05-07 00:00:56.0,2,b15034fdb7f0056,d164ed0a0cf2360,19e2e,19e2e,bcc3209833,b4e77d440c
sms,50,2012-05-07 00:00:56.0,2,1cac166f1747871,b37fd839d9df779,19e2e,19e2e,e7d7bc04ca,4dac8c0c56
sms,0,2012-05-07 00:00:56.0,3,d8e0d11ea0ace4e,15c3a289ae05f0d,19e2e,19e2e,2aa04dcab7,f7d63a29e5
sms,25,2012-05-07 00:00:56.0,2,77c2e076c62907e,5c30e2e73463b4f,19e2e,19e2e,62a3bdc3ae,00197a4f5f
sms,0,2012-05-07 00:00:56.0,3,a1f29bc719e68e6,7af76c2046e02f3,19e2e,OTHER,a3f835cccb,c1ccd3443b
sms,0,2012-05-07 00:00:56.0,0,a46b81cc504c6a6,91cd51c5743fc9c,19e2e,19e2e,b9e2d63e71,2029a9a884
sms,0,2012-05-07 00:00:56.0,1,f085bb46e7160c2,e09e736e46c5c3d,19e2e,19e2e,d13adda2d8,79505e1209
sms,0,2012-05-07 00:00:56.0,1,c30b09df0aface3,ac8deab0dad86b9,19e2e,19e2e,dcdca7e5ee,804e60019a
Voice,8,2012-05-07 00:00:56.0,2,70f41d827f4ada5,3ea768a0b2a2fe0,19e2e,19e2e,fd8b1a4f29,95796da9aa
Voice,27,2012-05-07 00:00:56.0,0,837058bd6ec79c9,6a721841fce062a,19e2e,19e2e,d5652591d5,bcb0672194
Voice,41,2012-05-07 00:00:56.0,1,c8440a9d477c23b,e25e2ba676ac84b,19e2e,19e2e,93b7a9bc5f,f13e136c2f
Voice,35,2012-05-07 00:00:56.0,0,27bfba61a7e0c03,7d7a2cae3203471,19e2e,19e2e,067f89441f,0f2c49b7bf
Voice,22,2012-05-07 00:00:56.0,2,e5016f46d3da86f,f02a9ec27148039,19e2e,19e2e,3e9d394bc1,5d4c1957a9
Voice,169,2012-05-07 00:00:56.0,1,adebf6338e1bc30,aaffd589707c9c6,19e2e,19e2e,6f19884dcb,5c565fbfb1
Voice,58,2012-05-07 00:00:56.0,4,f9c586d9d37b888,d88d1c496010837,19e2e,19e2e,69887cef60,1946bb6fbf
Voice,41,2012-05-07 00:00:56.0,0,83fb72dea7139cd,58122631f5f7ed7,19e2e,19e2e,7a5cd39fe5,2e335d2f79
Voice,0,2012-05-07 00:00:56.0,1,b3c0cc6a86cc260,55ad144fa74fddc,19e2e,19e2e,3c5b7b0f2a,5639bea67f
Voice,3,2012-05-07 00:00:56.0,0,abce1f294cd60c6,b1492fc5f77a365,19e2e,19e2e,1e55cfc9d0,43e67db037
Voice,80,2012-05-07 00:00:56.0,5,bf7d30ef33ca888,f51c0c1671a6333,19e2e,19e2e,be43441a0e,79505e1209
Voice,0,2012-05-07 00:00:56.0,0,48d322abbe4ccaa,f44dfcea3a7e811,19e2e,19e2e,5e5b408f53,7cf88b45ab
Voice,32,2012-05-07 00:00:56.0,1,28bd16d0941be72,d91ab8cebf6f118,19e2e,19e2e,a2d402a6b3,6d70dae094
Voice,45,2012-05-07 00:00:56.0,0,b281958ece32b6a,cbc3c243c45e4d7,19e2e,19e2e,de2f9875cb,3ab9e5b45b
Voice,0,2012-05-07 00:00:56.0,1,40e486f13116387,a6bd66db13275fc,19e2e,19e2e,b67ec11806,d96dcd5475
Voice,35,2012-05-07 00:00:56.0,1,9e37472e46113f7,18f85c03eb7b501,19e2e,19e2e,50a1aa3c04,64ea988424
data,0,2012-05-07 00:00:56.0,_,361906ae536b587,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:56.0,_,50fa9eeb9247fb1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:00:56.0,_,18b12d448028be7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,9,2012-05-07 00:00:56.0,_,b2f1f641237d6a2,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:00:57.0,0,a742000f308af4c,aaaf0e4bdec7311,19e2e,19e2e,34ac6e4be2,7bb5edf329
sms,25,2012-05-07 00:00:57.0,0,7e2969b8bfaf3b6,db9907a2141db81,19e2e,19e2e,28ef6c4ef2,7ed219f2f7
sms,0,2012-05-07 00:00:57.0,1,51ce2dc3ab2991c,e09e736e46c5c3d,19e2e,19e2e,eb12615903,95796da9aa
sms,25,2012-05-07 00:00:57.0,3,76310c103d97112,51577c8cd441ba1,19e2e,19e2e,8b33094233,76595a1e95
sms,0,2012-05-07 00:00:57.0,5,dc956741c1a4b05,93343ba6e41af95,19e2e,19e2e,98d028e586,e201d86276
sms,25,2012-05-07 00:00:57.0,0,2de9646e04b0a79,5f72100e69b0239,19e2e,19e2e,cd828df0e4,c07a544c63
sms,25,2012-05-07 00:00:57.0,4,5175dcf8e9eac1b,6cf4a5899ba3e21,19e2e,19e2e,74ffac08d2,66e2080825
sms,25,2012-05-07 00:00:57.0,1,de60d22b5cc372a,5561955449ea3bd,19e2e,19e2e,11d3ed06fd,8e2c25b6b2
sms,0,2012-05-07 00:00:57.0,2,1aa44b69be1b22c,fdba06a0af4e32b,19e2e,19e2e,f9639af5ac,70e2654621
sms,25,2012-05-07 00:00:57.0,0,fbec45e76d5990a,8647dab4e9559c5,19e2e,19e2e,876704aa20,585a3bc66c
sms,0,2012-05-07 00:00:57.0,4,08125f0e6af4dc9,e2b85f8e108ccdf,19e2e,19e2e,b4f8f69157,8e6413d5b8
