PRODUCT,VALUE,DATE_TIME,CELL_ON_SITE,DW_A_NUMBER,DW_B_NUMBER,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
sms,0,2012-05-08 00:00:46.0,2,90c2a32f8530bcf,e09e736e46c5c3d,19e2e,19e2e,9f2025bbed,464083a6c2
sms,0,2012-05-08 00:00:46.0,0,c731afd285c9261,2de82a0a484ed24,19e2e,19e2e,613afb4ef6,40bb97c420
sms,0,2012-05-08 00:00:46.0,2,c15c7db9bdf0a64,10588659178eb3b,19e2e,19e2e,577dd249c0,fd14c3c790
sms,0,2012-05-08 00:00:46.0,2,f4d380e3dd07bfd,7c3ceb7dde9728c,19e2e,19e2e,287bb1c957,dea1e52d3b
sms,0,2012-05-08 00:00:46.0,0,463d3695bbae0f4,e09e736e46c5c3d,19e2e,19e2e,058e42d1ae,78d279198d
sms,0,2012-05-08 00:00:46.0,2,b8c272a0f3af025,dad12b35d9bbdc1,19e2e,19e2e,439f07c2ce,5d5b23bfed
sms,50,2012-05-08 00:00:46.0,2,be965dc2320aa98,62aeb8b106353c9,19e2e,19e2e,fc47217605,0ddd10fe3c
data,0,2012-05-08 00:00:46.0,_,b0769c87c5ae5ba,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,2,2012-05-08 00:00:46.0,0,33831aad277221b,1a5c4f25d063d80,19e2e,19e2e,01743e1656,1ed7b897b7
Voice,39,2012-05-08 00:00:46.0,0,227c1ff3ddc292c,6b9921672d64e07,19e2e,19e2e,b42d04b0d7,9ef9616350
Voice,97,2012-05-08 00:00:47.0,1,ff70b73b01672fe,845f7c701215e78,19e2e,19e2e,084874fe51,ce007c20e1
sms,0,2012-05-08 00:00:47.0,1,e1d404d76b0e38c,e09e736e46c5c3d,19e2e,19e2e,3210a28876,012f83914a
sms,0,2012-05-08 00:00:47.0,0,fe8cd2600527532,49b495555051b3a,19e2e,19e2e,46007ed334,f15bd5483f
data,0,2012-05-08 00:00:47.0,_,915474785a49441,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:47.0,_,c90e2305e84364f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:47.0,_,13acbc55b71668c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,2,2012-05-08 00:00:47.0,0,c5df9ea8f559c96,c0e446673cb924a,19e2e,19e2e,4547a74a82,c852cfeffb
Voice,97,2012-05-08 00:00:47.0,1,ff70b73b01672fe,845f7c701215e78,19e2e,19e2e,084874fe51,ce007c20e1
Voice,28,2012-05-08 00:00:47.0,2,dacea9aa83ff4eb,7fd49d5e04b5d9e,19e2e,19e2e,d8208f68eb,40bb97c420
Voice,22,2012-05-08 00:00:47.0,4,d8547c2193ede39,969b462b334b7c1,19e2e,19e2e,278f971e13,2443d87035
Voice,0,2012-05-08 00:00:47.0,3,6484de87052bcf7,7df0191811c5770,19e2e,19e2e,93d38fc386,3ae1708153
Voice,368,2012-05-08 00:00:47.0,5,fec3e86eef05eba,8d41e2491d0b111,19e2e,OTHER,67bdf5aa5e,a26abe7e67
Voice,35,2012-05-08 00:00:47.0,0,3a78e2a3e1f554f,cb5a8627cf93e86,19e2e,19e2e,8359231c1e,c2545171dc
sms,0,2012-05-08 00:00:47.0,2,f6ed7c3da3298c2,93343ba6e41af95,19e2e,19e2e,b2e6a5dfdd,12d652e58e
sms,25,2012-05-08 00:00:47.0,1,4d100147d23aebf,4d100147d23aebf,19e2e,19e2e,1ca72fb06e,a7bd4c027b
sms,25,2012-05-08 00:00:47.0,1,292c51750e1b69e,209ca9bd7f79ddf,19e2e,19e2e,88425d57f4,ebfc58af70
sms,0,2012-05-08 00:00:47.0,1,2d8363ed63d8773,aaaf0e4bdec7311,19e2e,19e2e,db0d86e863,2e828e607c
Voice,10,2012-05-08 00:00:47.0,0,e4c5711df9f4de3,ff713d9686cd698,19e2e,19e2e,079520927c,bfed0deee9
Voice,15,2012-05-08 00:00:47.0,1,00afbdb70d881f9,07d3c43bc2e5467,19e2e,19e2e,f773ddf6f3,f787526209
Voice,42,2012-05-08 00:00:47.0,0,b08fe1b75b005c1,604d003be3bf62b,19e2e,19e2e,7ea7f9e5ec,5c565fbfb1
sms,0,2012-05-08 00:00:47.0,1,e1d404d76b0e38c,e09e736e46c5c3d,19e2e,19e2e,3210a28876,012f83914a
sms,0,2012-05-08 00:00:47.0,1,577a45c926f1b0a,cf619654e49fdd6,19e2e,19e2e,07ed226112,334fdb9912
sms,25,2012-05-08 00:00:47.0,1,7ad483b8cb4c958,62172490b50b770,19e2e,19e2e,ca513ad1df,480d936833
sms,50,2012-05-08 00:00:47.0,0,a8d49bc0b067e84,c4edfc04762b29e,19e2e,19e2e,88b395081d,c1ccd3443b
sms,0,2012-05-08 00:00:47.0,1,81989dbc305e735,93343ba6e41af95,19e2e,19e2e,ab68996d93,47657c9634
sms,0,2012-05-08 00:00:47.0,1,ca244a7aab73ed5,2d93c4c8c4e7da7,19e2e,19e2e,b67ec11806,d96dcd5475
sms,0,2012-05-08 00:00:47.0,0,fe8cd2600527532,49b495555051b3a,19e2e,19e2e,46007ed334,f15bd5483f
sms,0,2012-05-08 00:00:47.0,0,2932e988ada0789,e09e736e46c5c3d,19e2e,19e2e,dec5b1f3c4,7c96b03d1a
sms,25,2012-05-08 00:00:47.0,2,085c57c3a889eb3,43fff74983ed3b2,19e2e,19e2e,c497f58c1d,585a3bc66c
sms,0,2012-05-08 00:00:47.0,0,638ee058f341952,537217b3fbc8283,19e2e,19e2e,a784b2f173,9c6e07f63b
sms,0,2012-05-08 00:00:47.0,5,1bad604ea622c8c,93343ba6e41af95,19e2e,19e2e,92a21c47ab,76595a1e95
sms,0,2012-05-08 00:00:47.0,0,aa78e638e34901e,e09e736e46c5c3d,19e2e,19e2e,95cd70b9ed,694c55a591
Voice,41,2012-05-08 00:00:48.0,1,a7e7ff2c960e0f7,e454165ee9fdb14,19e2e,19e2e,e0f8e9a11e,9fd440bab4
data,0,2012-05-08 00:00:48.0,_,a519db6ced6084a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,29,2012-05-08 00:00:48.0,_,900bb04be238a69,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,40,2012-05-08 00:00:48.0,_,7c9e1c5ccd2c20a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:48.0,_,ed44f70edc788de,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:48.0,_,4645a205ed3f1c5,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,57,2012-05-08 00:00:48.0,2,76b9d1746831876,ae69bd9a7d72a73,19e2e,19e2e,25b28c826b,7ed219f2f7
Voice,45,2012-05-08 00:00:48.0,2,b80452fe183f3fe,549aa9fa4aafa78,19e2e,19e2e,359b6f241a,165d822fcb
Voice,24,2012-05-08 00:00:48.0,2,81bcafc0d3294a4,137b62999e6f7ba,19e2e,19e2e,603a03131a,a058068007
Voice,60,2012-05-08 00:00:48.0,0,b77a81934c5a7ac,98eb7e8f7befbf5,19e2e,19e2e,868decf31b,b1e5de270c
Voice,20,2012-05-08 00:00:48.0,0,b040ed1f9ae1096,5adcb4c81adafdf,19e2e,19e2e,765d191617,bee752ed00
Voice,22,2012-05-08 00:00:48.0,1,36dca94b949082a,93f262e88954213,19e2e,19e2e,9ede6af1ec,1989921eb1
Voice,140,2012-05-08 00:00:48.0,1,0f234e3914e5d9f,5fc3ab99591645b,19e2e,19e2e,92a4a0642c,700e13a5cf
Voice,360,2012-05-08 00:00:48.0,2,a7bff7d7609edf9,caacc7dda97ed0e,19e2e,19e2e,577dd249c0,fd14c3c790
Voice,1,2012-05-08 00:00:48.0,4,9cbd5a32eba4b4b,a43b54a6388f2be,19e2e,19e2e,315d371664,6dc7dc51de
Voice,0,2012-05-08 00:00:48.0,1,351caf61b9e3413,18ef26600f3a7e6,19e2e,19e2e,322d929b07,814d6c8277
sms,0,2012-05-08 00:00:48.0,0,34417164bafb5d3,20306c4ca3dbf40,19e2e,19e2e,23c5372bd3,e942f32a29
Voice,51,2012-05-08 00:00:48.0,2,1592b4753f04b5f,3cd32cc3f35102c,19e2e,19e2e,7a5d2e6161,e942f32a29
Voice,22,2012-05-08 00:00:48.0,0,f14d48af6d454d4,0acfbc88133539a,19e2e,19e2e,3464b417d5,b4130b54ab
Voice,17,2012-05-08 00:00:48.0,1,2ad6c667f01dad9,5b2b4fc4b57e283,19e2e,19e2e,68b27f9849,c996f2949a
sms,25,2012-05-08 00:00:48.0,2,0195902b5a4734c,346887a23280daf,19e2e,19e2e,5482031762,6e9b544976
sms,25,2012-05-08 00:00:48.0,1,266321cabd11297,7f560e2dec44428,19e2e,19e2e,b6c065bdb0,464083a6c2
sms,0,2012-05-08 00:00:48.0,1,c31fa5ec6f40310,aaaf0e4bdec7311,19e2e,19e2e,c789c9c1b9,b31b14d48a
sms,0,2012-05-08 00:00:48.0,4,444da5f3bc97ddd,f8946f6ab5abfe2,19e2e,19e2e,b4f8f69157,8e6413d5b8
sms,25,2012-05-08 00:00:48.0,0,2db19460a33478b,8fa6e33212e39ee,19e2e,19e2e,224e99f9b3,640427c4c9
sms,0,2012-05-08 00:00:48.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,2012-05-08 00:00:48.0,1,d009add8c378919,66dfeea5e7c44b7,19e2e,19e2e,a8c1a2f1a7,9cc77873ac
sms,0,2012-05-08 00:00:48.0,1,3460a40959c6e5a,a6be6a64a9dfd5f,19e2e,19e2e,f053be2418,2dc799193c
sms,25,2012-05-08 00:00:48.0,1,cd7716c18e63c47,5175a83c9237669,19e2e,19e2e,ee5b2665ab,24859804fd
sms,0,2012-05-08 00:00:48.0,1,367830c24ba7319,e09e736e46c5c3d,19e2e,19e2e,d22224b2fa,2d58cad870
sms,0,2012-05-08 00:00:48.0,1,3162f8c2526b0e5,5bf570edd1b1354,19e2e,19e2e,519f4a4d2a,4b32ec70f9
sms,0,2012-05-08 00:00:48.0,1,fb5db923774ffba,6373a5bf84c5856,19e2e,19e2e,14bedd66a9,91e86be9a6
sms,25,2012-05-08 00:00:48.0,2,0aa97d19b231424,dd8dc47ea51a3c2,19e2e,19e2e,9f2025bbed,464083a6c2
sms,25,2012-05-08 00:00:48.0,2,14e725e255b6e24,dcdf2b86c4cd3b9,19e2e,19e2e,7176c4b891,2386872948
sms,0,2012-05-08 00:00:48.0,2,5b68d3f85d7caa8,aaaf0e4bdec7311,19e2e,19e2e,a602f6eb94,51dc20d30e
sms,0,2012-05-08 00:00:48.0,0,7673ac2e6cbaf87,0f53dc2619e9b92,19e2e,19e2e,74fe8b33ec,6049499424
Voice,0,2012-05-08 00:00:49.0,1,77aef76e16ebdaf,b863302951553a6,19e2e,19e2e,3f2db4ce5f,cdabae1039
data,0,2012-05-08 00:00:49.0,_,cac6b5a0b0846ac,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:49.0,_,0907fbfbf5f988a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:49.0,_,4995d96149d8cda,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:49.0,_,476667995ee6ea7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:49.0,_,0c3571e66813722,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,80,2012-05-08 00:00:49.0,_,d996c336168a034,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:49.0,_,d7882f73abc4dbb,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,162,2012-05-08 00:00:49.0,0,0f3c0457221e39e,820ba2aaaafc56b,19e2e,19e2e,b615bf7192,f018a8651b
Voice,9,2012-05-08 00:00:49.0,2,d1eb407229078ad,6c43e0f60f8f0fe,19e2e,19e2e,4c8309ed11,251112666e
Voice,30,2012-05-08 00:00:49.0,4,dbe8eabd960dff6,acdabefad88d9df,19e2e,19e2e,6869c72bd1,946534f389
Voice,11,2012-05-08 00:00:49.0,2,b25fe63b6d7d6ef,d586887e3281712,19e2e,19e2e,6f4d9b77a5,ebfc58af70
Voice,0,2012-05-08 00:00:49.0,2,c445c1945c864d0,1a49f8b0ded9de6,19e2e,19e2e,577dd249c0,fd14c3c790
Voice,14,2012-05-08 00:00:49.0,3,7e0faf857079e95,d0207628162eb92,19e2e,19e2e,93d38fc386,3ae1708153
Voice,46,2012-05-08 00:00:49.0,1,70b408f01fb481f,a884f9c8b632a4e,19e2e,19e2e,7d1500122f,4b55d01457
Voice,210,2012-05-08 00:00:49.0,0,060bde2d96d6db0,6f0fc22f353bd0e,19e2e,19e2e,df60172f8b,54be031036
Voice,0,2012-05-08 00:00:49.0,2,e59b12af40bdd47,19e68e80103885e,19e2e,19e2e,f38d2f5161,c9cb7e8be0
sms,25,2012-05-08 00:00:49.0,1,87e993c5a37dbaa,157dd3aed2e262c,19e2e,19e2e,e5e1285933,e9639876a8
sms,0,2012-05-08 00:00:49.0,1,fab0bb3c17815af,f88df462568a896,19e2e,19e2e,6f19884dcb,5c565fbfb1
sms,0,2012-05-08 00:00:49.0,1,a08448879bdb71f,3810e80ea085402,19e2e,19e2e,92943d25d1,2f502776ef
sms,25,2012-05-08 00:00:49.0,2,79cc61933fbb935,68df5792ab819ca,19e2e,19e2e,c680fed038,35530f1375
sms,0,2012-05-08 00:00:49.0,2,25262e94d61ae67,f3680bba41a7b99,19e2e,19e2e,287bb1c957,dea1e52d3b
Voice,8,2012-05-08 00:00:49.0,5,59cd85fcea96038,76d020162ea148d,19e2e,OTHER,61a77b7a26,660b5ea9ad
Voice,52,2012-05-08 00:00:49.0,2,eb83ee539669ba6,ff329644c129346,19e2e,19e2e,985a02d2d5,2371f0c1df
Voice,152,2012-05-08 00:00:49.0,2,acadba23bc08159,555c067019266be,19e2e,19e2e,577dd249c0,fd14c3c790
Voice,37,2012-05-08 00:00:49.0,2,1bb82d79087854b,6686c23b75958d0,19e2e,19e2e,03aed941ac,43a3260fc9
sms,0,2012-05-08 00:00:49.0,1,78f2d4a83a27b31,78f697cc4c79f5e,19e2e,19e2e,a9cf96eff4,faa92c87d9
sms,0,2012-05-08 00:00:49.0,1,09ce78ecd54cd0c,e09e736e46c5c3d,19e2e,19e2e,40078facde,6e10745cb4
sms,100,2012-05-08 00:00:49.0,1,c8f1f14ee3f9a01,ff66128bff0f0fd,19e2e,OTHER,6cf6724c34,13c690c436
sms,25,2012-05-08 00:00:49.0,2,8c2795fa49be102,ed9b259cd4ef0db,19e2e,19e2e,2f6cd52ea0,07531b72e2
sms,0,2012-05-08 00:00:49.0,2,6a036ab30b3aca4,7af76c2046e02f3,19e2e,OTHER,7475da2c3e,eaa695cbb8
sms,0,2012-05-08 00:00:49.0,2,43405aceb8a91a9,d09d9b9696a021a,19e2e,19e2e,4261f660ef,69bdfc69fd
data,0,2012-05-08 00:00:49.0,_,623ecfca20b109b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:49.0,_,fdb7c9d89aa789c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,52,2012-05-08 00:00:49.0,2,eb83ee539669ba6,ff329644c129346,19e2e,19e2e,985a02d2d5,2371f0c1df
sms,0,2012-05-08 00:00:49.0,2,ec994547db7abff,1ce4068d400d32e,19e2e,19e2e,9+YvxgwXCr,9+YvxgwXCr
Voice,58,2012-05-08 00:00:49.0,1,77fa3c491bdd77e,d9897af22955085,19e2e,19e2e,RDLX2HCdOB,RDLX2HCdOB
data,0,2012-05-08 00:00:50.0,_,e543546d5388798,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-08 00:00:50.0,1,009a32a696fc0f5,aaaf0e4bdec7311,19e2e,19e2e,7648c71c85,417ef51193
Voice,0,2012-05-08 00:00:50.0,2,cc48d78442c7110,960659e7fea25b4,19e2e,19e2e,3e5a3b49cb,c996f2949a
Voice,166,2012-05-08 00:00:50.0,2,2fedc0b2966ea5f,40117e78203b8f7,19e2e,19e2e,e811e1e800,ffc9f56819
data,0,2012-05-08 00:00:50.0,_,86449a9c7dec92e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:50.0,_,968a07355be28d6,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:50.0,_,e543546d5388798,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,4,2012-05-08 00:00:50.0,1,9afa2db7148b8dc,7c2cef274238f1a,19e2e,19e2e,14bedd66a9,91e86be9a6
Voice,150,2012-05-08 00:00:50.0,1,acd23d56dc6a999,eeae92a1b3beb9e,19e2e,19e2e,2853cc039e,1113359465
Voice,73,2012-05-08 00:00:50.0,0,79d947bbc9b74b2,3b194b1620aa0c8,19e2e,19e2e,4c86d8a421,b07f9bb851
Voice,0,2012-05-08 00:00:50.0,0,f7ad758183ea272,55ad144fa74fddc,19e2e,19e2e,e56778b724,481aaf0c3b
Voice,0,2012-05-08 00:00:50.0,4,7e903f98a90a865,4a91c45d666729b,19e2e,19e2e,cc340d5ed4,ae556c031a
Voice,24,2012-05-08 00:00:50.0,0,f279e9f6c01e52e,3525baedfdecc59,19e2e,19e2e,b42d04b0d7,9ef9616350
Voice,14,2012-05-08 00:00:50.0,1,883e40aab85f47c,08a0dc6b9d0ab3d,19e2e,19e2e,624dbf06a8,45669f3801
Voice,22,2012-05-08 00:00:50.0,0,f9a738201ed393c,d7db63a6410cca3,19e2e,19e2e,1f786b4c2b,70a0c412b9
Voice,41,2012-05-08 00:00:50.0,1,72a5de2c57b4935,af471d5be673c5d,19e2e,19e2e,3be3caca46,348fd8506b
Voice,0,2012-05-08 00:00:50.0,0,4c7fca57ee5444a,1a49f8b0ded9de6,19e2e,19e2e,ea63caa914,c1ec9c885f
Voice,0,2012-05-08 00:00:50.0,0,ad52aeae90a2d66,2a32442632bbbdf,19e2e,19e2e,b6ef90bf41,d06f40f9d5
Voice,33,2012-05-08 00:00:50.0,0,6b92ea759f60ff3,cc9a0676839456f,19e2e,19e2e,006b8ebb98,2371f0c1df
sms,0,2012-05-08 00:00:50.0,3,a51af759d7c4738,e09e736e46c5c3d,19e2e,19e2e,700ed1ab29,8fccce7c15
sms,0,2012-05-08 00:00:50.0,2,f54d3fd5108b8b3,aaaf0e4bdec7311,19e2e,19e2e,1329711c73,9330e2c1d1
Voice,3,2012-05-08 00:00:50.0,0,302934376de5137,dc0e84dd765f0df,19e2e,19e2e,b9614919c3,d72a3acaba
Voice,194,2012-05-08 00:00:50.0,0,6205a02aa396758,ff65d61706cb39d,19e2e,19e2e,dd98a379f0,c06620882a
sms,0,2012-05-08 00:00:50.0,0,ff885eba8224906,aaaf0e4bdec7311,19e2e,19e2e,7a442a2771,7096ef2a77
sms,0,2012-05-08 00:00:50.0,0,25c76ca97cdefad,e09e736e46c5c3d,19e2e,19e2e,ba191070ea,464083a6c2
sms,0,2012-05-08 00:00:50.0,2,69b0199de416dd9,789ba78df6fad42,19e2e,19e2e,5098c9e365,75bef3291a
sms,0,2012-05-08 00:00:50.0,0,8c9ef7fd932b102,93343ba6e41af95,19e2e,19e2e,de92883668,75bef3291a
sms,0,2012-05-08 00:00:50.0,5,de87fe342eddb4b,2d3854a12b37123,19e2e,19e2e,2a79da3e07,56306cc7ca
sms,0,2012-05-08 00:00:50.0,2,7a36d127d199879,e09e736e46c5c3d,19e2e,19e2e,df3de33bb0,9ec23b88b7
sms,0,2012-05-08 00:00:50.0,0,c731afd285c9261,2de82a0a484ed24,19e2e,19e2e,613afb4ef6,40bb97c420
sms,0,2012-05-08 00:00:50.0,2,40083577d03bfc4,7af76c2046e02f3,19e2e,OTHER,367312dffd,bc58a52936
sms,0,2012-05-08 00:00:50.0,1,89cea1753d710c2,152ab81bc9d8bec,19e2e,19e2e,5bcb7ce6d0,8fd6f8d1c5
sms,25,2012-05-08 00:00:50.0,1,13512bcf43c454f,8f47445693ae64f,19e2e,19e2e,fa8a209780,11e254d6b7
sms,0,2012-05-08 00:00:50.0,2,431edda6f89c546,e09e736e46c5c3d,19e2e,19e2e,77255d2612,c6400e443f
sms,0,2012-05-08 00:00:50.0,1,009a32a696fc0f5,aaaf0e4bdec7311,19e2e,19e2e,7648c71c85,417ef51193
sms,0,2012-05-08 00:00:50.0,0,7673ac2e6cbaf87,0f53dc2619e9b92,19e2e,19e2e,74fe8b33ec,6049499424
sms,0,2012-05-08 00:00:50.0,0,107276e01500c9d,b8631a7fe18c3d9,19e2e,19e2e,b28db4d5c9,47657c9634
Voice,44,2012-05-08 00:00:51.0,2,f8fbac4ad0777cc,c02ba2b0490ab58,19e2e,19e2e,1bd5b0fb8d,fe3ebd031a
Voice,34,2012-05-08 00:00:51.0,0,7e37fa703ff1b95,f695a210187a451,19e2e,19e2e,ba191070ea,464083a6c2
data,1,2012-05-08 00:00:51.0,_,7a0ed05cc7870ad,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:51.0,_,d5763087fef6a91,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,16,2012-05-08 00:00:51.0,_,a1d55efba329d45,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,0,2012-05-08 00:00:51.0,2,26b0e238144f725,d0496c3a643b876,19e2e,19e2e,03aed941ac,43a3260fc9
Voice,0,2012-05-08 00:00:51.0,1,7e5141912fd0d75,2d0d05d97eaf1e5,19e2e,19e2e,cf4ba4a993,bc58a52936
Voice,720,2012-05-08 00:00:51.0,1,eeb0231d3e5aa3c,ae2ead870c7a040,19e2e,OTHER,c52b9b991c,dc22dff37a
Voice,120,2012-05-08 00:00:51.0,2,b081b45df0c6e56,d83a84285ca5577,19e2e,19e2e,a5e351b2b3,a55150a8e7
Voice,50,2012-05-08 00:00:51.0,0,ea4b050c0536371,979b2c34b3024f8,19e2e,19e2e,07b6df51b6,e47ea5e90b
Voice,119,2012-05-08 00:00:51.0,2,556b2e205fcaf50,7f544f33ca3b9f6,19e2e,19e2e,4db0540b25,f91ed8d2e9
Voice,30,2012-05-08 00:00:51.0,1,434e795cedb59b7,4f1d486db70e95a,19e2e,19e2e,606eef80b9,9411ac7df8
Voice,0,2012-05-08 00:00:51.0,2,bb3c7c728a0b23d,c1592d949fe1906,19e2e,19e2e,9247343f44,b044cf9fce
Voice,0,2012-05-08 00:00:51.0,0,25447f8496524c5,68774cc9184759a,19e2e,19e2e,0e8763bdaa,eefd93f0b4
Voice,20,2012-05-08 00:00:51.0,1,139b9ca0f7afa7a,b00ab5ec106dd12,19e2e,19e2e,cf4ba4a993,bc58a52936
Voice,0,2012-05-08 00:00:51.0,0,36993da1ad9b1fa,55ad144fa74fddc,19e2e,19e2e,fc28d26e2d,70e2654621
Voice,109,2012-05-08 00:00:51.0,1,d89b214a26fab5a,8dee3ce8cffbdb4,19e2e,19e2e,b9146a7f83,f3c2363885
sms,0,2012-05-08 00:00:51.0,2,79dc6b20df03bd2,7eab5416443edd9,19e2e,19e2e,0a5355b362,700e13a5cf
sms,0,2012-05-08 00:00:51.0,0,26139f8ba24ae66,b4687e806caf07b,19e2e,19e2e,cbb953ec8e,e4d5180258
Voice,0,2012-05-08 00:00:51.0,0,fa1159592ad4af8,a088935ecb7fe7b,19e2e,19e2e,5139351fad,1113359465
Voice,33,2012-05-08 00:00:51.0,2,cbf3e3b6852250e,67adc374c47b6ac,19e2e,19e2e,bcc3209833,b4e77d440c
Voice,0,2012-05-08 00:00:51.0,2,304688072badd93,03aa5b5286505d3,19e2e,19e2e,3003be076c,2802d8247a
sms,0,2012-05-08 00:00:51.0,1,121493c7f226a93,aaaf0e4bdec7311,19e2e,19e2e,5d9dc897f7,1b5540c02d
Voice,12,2012-05-08 00:00:51.0,1,8c85e3616ea701d,6021beaa3c4e7c9,19e2e,19e2e,e1b453beae,a9248f6060
sms,0,2012-05-08 00:00:51.0,1,c23c06b5eb470f9,93343ba6e41af95,19e2e,19e2e,5fb791cf56,65efe2bc62
sms,0,2012-05-08 00:00:51.0,0,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,04b6fa5555,a2f0769f63
sms,0,2012-05-08 00:00:51.0,0,00db37f9bab7697,d322c19ce8e12fa,19e2e,19e2e,8359231c1e,c2545171dc
sms,0,2012-05-08 00:00:51.0,2,2c903b0869f889c,2ae28750041e0c4,19e2e,19e2e,35198d45ef,d06f40f9d5
sms,0,2012-05-08 00:00:51.0,1,3460a40959c6e5a,a6be6a64a9dfd5f,19e2e,19e2e,f053be2418,2dc799193c
sms,0,2012-05-08 00:00:51.0,2,74a23ed51e68a8e,7af76c2046e02f3,19e2e,OTHER,76d1b59cbf,3235f29a90
sms,100,2012-05-08 00:00:51.0,0,f66edb0020c7194,0c3172d8b047d0e,19e2e,19e2e,a04d8bb156,4d47e685f9
sms,0,2012-05-08 00:00:51.0,2,4d4d215e2d934be,18455978caf1c7c,19e2e,19e2e,195bb1a7d0,5b72385c27
sms,0,2012-05-08 00:00:51.0,2,c668e938c9bf0ce,56f9c3798334c65,19e2e,19e2e,79a6681c4b,694c55a591
sms,0,2012-05-08 00:00:51.0,1,dde86fbc7351bf8,6073f999ba5c72b,19e2e,19e2e,03472d4515,200a092e1c
sms,25,2012-05-08 00:00:51.0,2,085c57c3a889eb3,43fff74983ed3b2,19e2e,19e2e,c497f58c1d,585a3bc66c
sms,0,2012-05-08 00:00:51.0,1,2d26678bc437cca,8f9162b1b7cf90b,19e2e,19e2e,92a4a0642c,700e13a5cf
sms,0,2012-05-08 00:00:51.0,2,91fdb414792316d,58b8cb31c06b775,19e2e,19e2e,a78717d203,5c565fbfb1
data,0,2012-05-08 00:00:51.0,_,363e9022f00f542,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,48,2012-05-08 00:00:52.0,0,f98f1367eabe41b,772fb48ae6ac612,19e2e,19e2e,54f06fd956,3834146596
Voice,7,2012-05-08 00:00:52.0,2,61cba4ed052a235,ec8b6a2ed4cf876,19e2e,19e2e,f2e32659be,cc566b4b38
Voice,22,2012-05-08 00:00:52.0,1,defffb73bc1e97a,7cbb9ae6940c044,19e2e,19e2e,7412e8561e,43307ca2fe
data,0,2012-05-08 00:00:52.0,_,ad8689087177e3f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:52.0,_,e423f2d38d9d96c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,10,2012-05-08 00:00:52.0,_,c4a16730381859b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:00:52.0,_,9e0deda7aa587a3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,402,2012-05-08 00:00:52.0,0,227278de7cdcd28,c4a308b915e3716,19e2e,19e2e,cd828df0e4,c07a544c63
Voice,26,2012-05-08 00:00:52.0,2,d5d0fa30f4fd2f9,0350636d6c04a97,19e2e,OTHER,fdfe4e8c70,bd13e1597d
Voice,2212,2012-05-08 00:00:52.0,5,8d8e2325adfd65f,67a075fb17a6189,19e2e,OTHER,c68a1b9da4,969b8d0e39
Voice,32,2012-05-08 00:00:52.0,5,9611d7acf0626bd,1f09f65c747b3a8,19e2e,19e2e,d6c0cf1480,66e2080825
Voice,11,2012-05-08 00:00:52.0,0,4e98442218f21cf,01da8cf8b59eff3,19e2e,19e2e,18aeb675b9,57081faa8e
