PRODUCT,VALUE,DATE_TIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELLID,SIET_ID
sms,25,2012-05-09 00:00:47.0,0,37409cc6e7df3d4,d3497cc5c72651f,19e2e,19e2e,194a62eeca,56c70baa97
sms,0,2012-05-09 00:00:47.0,1,b5315b446fc205a,bb730f80cdd16c9,19e2e,19e2e,42f7c74041,1ed7b897b7
sms,0,2012-05-09 00:00:47.0,1,bb0c1e7217a6d42,8255723c2fcc136,19e2e,19e2e,60d4453738,b5a37bf516
sms,25,2012-05-09 00:00:47.0,1,609d9294e1afe96,d8d83bf53f1b966,19e2e,19e2e,f8f987f764,651c6d67d4
sms,0,2012-05-09 00:00:47.0,5,b4b90224dd10555,37334a54466bb3e,19e2e,19e2e,3f243b59d2,7c7a7a71b5
sms,0,2012-05-09 00:00:47.0,0,c542f54d66e7f54,5f128b162cf35a9,19e2e,19e2e,485ef0de75,5d5b23bfed
sms,25,2012-05-09 00:00:47.0,1,5a30b8fe25a309e,409c2f9b691d75d,19e2e,19e2e,4db5de545c,5818d7383c
sms,25,2012-05-09 00:00:47.0,0,08f2f9d9dfdd19f,0b1f773f7332698,19e2e,19e2e,8db6ad17c2,098f2f154a
sms,0,2012-05-09 00:00:47.0,2,c818e66646d3741,659107aeb36cc9d,19e2e,19e2e,0781f625a1,09983c438b
sms,50,2012-05-09 00:00:47.0,1,79bda9366b20d27,9456948446f05cb,19e2e,19e2e,2e93a4410e,521d2ac7b9
sms,0,2012-05-09 00:00:47.0,2,d400f8ea601148b,eb5a645dcad2647,19e2e,19e2e,b78724d6fc,ea07812c27
sms,0,2012-05-09 00:00:47.0,1,38353b37b8c2766,93343ba6e41af95,19e2e,19e2e,504aba9583,73e790ba16
sms,0,2012-05-09 00:00:47.0,0,e72fc13c3a2edad,b080b1d247fde0c,19e2e,19e2e,803fc75877,d96dcd5475
sms,0,2012-05-09 00:00:47.0,1,a4b061fd57cca21,0ed525e826cbbf8,19e2e,19e2e,6dd4700581,854b64b46a
sms,0,2012-05-09 00:00:47.0,1,66dfeea5e7c44b7,7c24f6825a86efd,19e2e,19e2e,e3ee1e6918,56f4902f89
sms,25,2012-05-09 00:00:47.0,1,16f659d930fa368,888ebc50b7eb82b,19e2e,19e2e,50a1aa3c04,64ea988424
sms,0,2012-05-09 00:00:47.0,1,0045ca972cd0a77,93343ba6e41af95,19e2e,19e2e,be6853dbcc,ffa6bdc032
sms,0,2012-05-09 00:00:47.0,1,fef1ee9208b473b,93343ba6e41af95,19e2e,19e2e,1fae208227,c57de6fa4a
sms,25,2012-05-09 00:00:47.0,1,cbade3ada8711bb,f8c6690715059a0,19e2e,19e2e,185f229867,547385b9d5
sms,0,2012-05-09 00:00:47.0,0,12245fbce9e6561,e09e736e46c5c3d,19e2e,19e2e,18aeb675b9,57081faa8e
sms,25,2012-05-09 00:00:47.0,0,b211d32fe77bb4a,e297192c490ebb0,19e2e,19e2e,19c95a8eca,ba8ce6e4ef
sms,25,2012-05-09 00:00:47.0,2,3c347a6df28c811,77ced9367ae0dd2,19e2e,19e2e,57ffe34d97,84e3e7f10d
sms,0,2012-05-09 00:00:47.0,1,dc8bdf352c22add,93343ba6e41af95,19e2e,19e2e,faff946e0a,f27ed073f0
sms,0,2012-05-09 00:00:47.0,2,634a84d1cf2f629,3b50d8a9ef18d45,19e2e,19e2e,45c353478b,5d5461a9c5
sms,25,2012-05-09 00:00:47.0,2,6e053dbc8d5d0c7,978f10e94a4f064,19e2e,19e2e,b74312c853,2825b16be5
sms,0,2012-05-09 00:00:47.0,0,0131e8bd79dc1ce,eacd3bdcbea2dbf,19e2e,19e2e,2bf510682b,e1629ca4b7
sms,0,2012-05-09 00:00:47.0,2,3310b5038660ff0,94abac59750a81a,19e2e,19e2e,0bb30f4eb8,7ee1a1444f
sms,50,2012-05-09 00:00:47.0,1,c239a829fe482d5,1a94ee93c318b4a,19e2e,19e2e,ef264f7459,01c428bbac
Voice,32,2012-05-09 00:00:47.0,0,4da3b98a279f7fd,0cfeaf8007229e1,19e2e,19e2e,dae405827e,8e6413d5b8
Voice,88,2012-05-09 00:00:47.0,0,10721e886c51a9e,c7265be37ea72e9,19e2e,19e2e,df1f148700,81f4c462f7
Voice,88,2012-05-09 00:00:47.0,2,39d22f0445c1fe9,f25091473522509,19e2e,19e2e,1ef606a198,6e10745cb4
Voice,8,2012-05-09 00:00:47.0,0,206702f633096ec,9d35aa9227d87e1,19e2e,19e2e,a5886b5b03,0d29cf42e0
Voice,160,2012-05-09 00:00:47.0,1,271f29074f5b5ed,354725b47e0726e,19e2e,OTHER,b9146a7f83,f3c2363885
Voice,52,2012-05-09 00:00:47.0,2,bbcc03a100b38e5,d4aafbc4b8ffda1,19e2e,19e2e,52b8cb68f9,b31b14d48a
Voice,47,2012-05-09 00:00:47.0,0,34713f6ed3829fe,f31181861c2ce82,19e2e,19e2e,de92883668,75bef3291a
Voice,109,2012-05-09 00:00:47.0,4,6d905b63f771bbd,ddb457f30a4519e,19e2e,OTHER,746d16590f,041d9f3af5
Voice,0,2012-05-09 00:00:47.0,1,5bf5927e76aad0a,b617a6355cb13ac,19e2e,19e2e,2c1859b5fd,2c0cbe7cc1
Voice,40,2012-05-09 00:00:47.0,0,d0cb60f1a963915,fdcc2583c3ff79c,19e2e,19e2e,613afb4ef6,40bb97c420
Voice,1,2012-05-09 00:00:47.0,0,b0906ddacbca418,5b54313a40d2f35,19e2e,19e2e,5eb266f671,4e76973e5a
Voice,7,2012-05-09 00:00:47.0,0,86bf2af5bbb96f5,71df0674490d840,19e2e,19e2e,3daef6bbfc,daa1671776
Voice,72,2012-05-09 00:00:47.0,2,f097e5e5def2da4,0a2ca846bb8628c,19e2e,19e2e,4e45b06e26,eaad357293
Voice,0,2012-05-09 00:00:47.0,0,3397877fb49ce6c,4ed0a0d354ea020,19e2e,19e2e,62808d0fa7,eeca22cecc
data,0,2012-05-09 00:00:47.0,_,393d08d7d0f2ffe,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:47.0,_,ed98b95442b23d9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,50,2012-05-09 00:00:47.0,1,e2659d199632e35,95ea9175631d34d,19e2e,19e2e,d22224b2fa,2d58cad870
data,0,2012-05-09 00:00:47.0,_,23c10b60c9758a5,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:47.0,_,7163febc8d08584,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:47.0,_,2e64124e1647640,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:47.0,_,d9d8cd92f46650f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:47.0,_,aeb46653171fd48,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:47.0,_,f71b88416d0e2e9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,25,2012-05-09 00:00:48.0,2,5e84fbb1c5f56ae,563b4ec6dcb0ad5,19e2e,19e2e,294c5de37f,7c7a7a71b5
sms,0,2012-05-09 00:00:48.0,2,045a14285047016,ac28378e660087f,19e2e,19e2e,5098c9e365,75bef3291a
sms,0,2012-05-09 00:00:48.0,1,a0a597384c612d7,d24c6bf4c0ff429,19e2e,19e2e,dd11e50b5d,1ddea341cd
sms,50,2012-05-09 00:00:48.0,0,9ed2f336e8ef260,e5892006640b1c6,19e2e,19e2e,4783127847,8cdff2a0a2
sms,0,2012-05-09 00:00:48.0,3,df364f5fc8cf3c4,aaaf0e4bdec7311,19e2e,19e2e,c5bb5bc760,15234696d7
sms,0,2012-05-09 00:00:48.0,2,0770c6ce7a21dc4,93343ba6e41af95,19e2e,19e2e,189a0fa37b,d982ba5017
sms,0,2012-05-09 00:00:48.0,2,b8c01a6ab44ab11,b8c01a6ab44ab11,19e2e,19e2e,8e639bfacf,c57de6fa4a
sms,25,2012-05-09 00:00:48.0,2,d1c8cc2ee3e4c8e,9bb30a9a1f7dcaa,19e2e,19e2e,f1d92c97f9,f7f56b7293
sms,25,2012-05-09 00:00:48.0,0,b5d385ed2651c0d,7b80ebe4ca412e5,19e2e,19e2e,df60172f8b,54be031036
sms,25,2012-05-09 00:00:48.0,1,ebd6d4a192a8f2d,7311950751d66da,19e2e,19e2e,be04d38f70,c15166ba4d
sms,0,2012-05-09 00:00:48.0,3,99d837dba80583f,2917973687912f3,19e2e,19e2e,1712c27ed4,33420c4250
sms,25,2012-05-09 00:00:48.0,4,2609c19b546a9b5,0213e9112372379,19e2e,19e2e,32306c6b30,fb35d6b5d3
sms,0,2012-05-09 00:00:48.0,2,6a52ba6514c8527,93343ba6e41af95,19e2e,19e2e,fe85d8d983,d0cd72cac5
sms,25,2012-05-09 00:00:48.0,5,2f2c8bf622faf33,2f2c8bf622faf33,19e2e,19e2e,e28d098535,b569923906
sms,50,2012-05-09 00:00:48.0,1,61e1f16a7e3b10e,c70cb2c916fd03d,19e2e,19e2e,7ee0e7c41d,8ded8a17b9
sms,0,2012-05-09 00:00:48.0,0,a4819e19f049e27,6b7d6b229d4a2e9,19e2e,19e2e,91925a460e,d2de5847b1
sms,25,2012-05-09 00:00:48.0,2,04c27cfa7d0672c,8fee0ead5ae92dc,19e2e,19e2e,97a7792b2a,f6ae0e2972
sms,25,2012-05-09 00:00:48.0,1,eb0e822c9056861,2aeaac1a9159176,19e2e,19e2e,f8f987f764,651c6d67d4
Voice,7,2012-05-09 00:00:48.0,2,85fcabbd85d3484,8c557abf3163e2a,19e2e,19e2e,03aed941ac,43a3260fc9
Voice,30,2012-05-09 00:00:48.0,1,99eaddf408c26f0,b2ca68bcc5b14e6,19e2e,19e2e,fcfef4f0bb,251112666e
Voice,0,2012-05-09 00:00:48.0,3,9d850ffcff7be61,2236d4446e4678a,19e2e,19e2e,6a9e2250cb,316869253b
Voice,0,2012-05-09 00:00:48.0,0,09d657b55bb29b7,55ad144fa74fddc,19e2e,19e2e,4783127847,8cdff2a0a2
Voice,42,2012-05-09 00:00:48.0,2,f07a313e1acaa4f,da8ef99a7c17151,19e2e,19e2e,9f847444ba,c07a544c63
Voice,20,2012-05-09 00:00:48.0,3,8af7c74fdd7f894,0630cc547f4d3cc,19e2e,19e2e,ea23bd588b,af34115792
Voice,8,2012-05-09 00:00:48.0,2,b339e94190e5655,1a02bcf840e7965,19e2e,19e2e,6cd1b62500,3f037c4bcc
Voice,21,2012-05-09 00:00:48.0,0,e2be738e2592395,04117d44e5d4a72,19e2e,19e2e,7e6536f0d9,28bd917379
Voice,47,2012-05-09 00:00:48.0,1,93785ce61f16d4e,175d718e86d45d9,19e2e,19e2e,5fb791cf56,65efe2bc62
Voice,0,2012-05-09 00:00:48.0,0,1c611059c454925,1de5538cac48019,19e2e,19e2e,3f5d502beb,0ddd10fe3c
Voice,523,2012-05-09 00:00:48.0,1,080d87c2e60c320,b323d8eb63a34f8,19e2e,19e2e,d250ec4e98,69bdfc69fd
Voice,484,2012-05-09 00:00:48.0,1,ecf336476e8ab9e,e53c1ff427bfd8a,19e2e,19e2e,d04adb67fe,5d885a2b8d
Voice,0,2012-05-09 00:00:48.0,2,c136311078b09cd,1a49f8b0ded9de6,19e2e,19e2e,59ee593a34,1989921eb1
data,5,2012-05-09 00:00:48.0,_,28298e0533d598e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:48.0,_,c35ce6edc927be9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,24,2012-05-09 00:00:48.0,0,f4dcb2f2d85887d,8efc66e958c4fa5,19e2e,19e2e,da87748aca,ce4fd4068e
data,0,2012-05-09 00:00:48.0,_,d6da568c893564b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:48.0,_,233e05503229f4b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:48.0,_,0072e8173d806c9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:48.0,_,795c2a90bd8d442,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,25,2012-05-09 00:00:49.0,1,8fd710ba4a10bf7,b57f1a04795d360,19e2e,19e2e,4a7047f1ba,dea1e52d3b
sms,0,2012-05-09 00:00:49.0,1,97427abe5040f6e,e09e736e46c5c3d,19e2e,19e2e,943a2bc0bc,be954bdb76
sms,0,2012-05-09 00:00:49.0,2,53d0fc2b33e1abd,93343ba6e41af95,19e2e,19e2e,e0532725f2,85e4a7d74c
sms,0,2012-05-09 00:00:49.0,0,9de484c8913a394,c602cfecab588a4,19e2e,19e2e,da96896341,533d8c5a35
sms,0,2012-05-09 00:00:49.0,1,22826f88d0c1eb5,71ae95653e95b8c,19e2e,19e2e,b4ddcc7f74,3ee452939f
sms,0,2012-05-09 00:00:49.0,3,e291ae2768ae170,74a799466952788,19e2e,19e2e,93cf66f451,a8ed302b06
sms,0,2012-05-09 00:00:49.0,2,9003ec3274c8d30,e09e736e46c5c3d,19e2e,19e2e,9f847444ba,c07a544c63
sms,0,2012-05-09 00:00:49.0,1,42c345753ee0a99,0796eb6d5610cde,19e2e,19e2e,d3877ceeca,8cdff2a0a2
sms,0,2012-05-09 00:00:49.0,1,74a227ee5ff20f4,9025fd2f118c9e6,19e2e,19e2e,e5e1285933,e9639876a8
sms,50,2012-05-09 00:00:49.0,2,3a35075d572f42a,48b7797babb65da,19e2e,19e2e,57ffe34d97,84e3e7f10d
sms,0,2012-05-09 00:00:49.0,0,6642722426f10de,d9b7c894385ac71,19e2e,19e2e,6381c01996,ef3841e458
sms,0,2012-05-09 00:00:49.0,2,ddddd7a2fb0001b,41f816dea6700f8,19e2e,19e2e,d9afb695b7,17899e217a
sms,0,2012-05-09 00:00:49.0,1,2130e787921c439,aaaf0e4bdec7311,19e2e,19e2e,f1d6730525,c14c2a780d
sms,25,2012-05-09 00:00:49.0,2,9ba903064e51e76,88dd3b6ecd8cd9c,19e2e,19e2e,c497f58c1d,585a3bc66c
sms,25,2012-05-09 00:00:49.0,2,e15c530ba0b8d9e,45faf1b42b20821,19e2e,19e2e,4b216dac9b,c2545171dc
sms,0,2012-05-09 00:00:49.0,3,9d2adde630046ee,93343ba6e41af95,19e2e,19e2e,904a4d8fe6,c2a21f4ec1
sms,0,2012-05-09 00:00:49.0,2,dc118542882de5e,23ba272af669cf2,19e2e,19e2e,f82cf7738e,480d936833
sms,0,2012-05-09 00:00:49.0,3,880ac61d1936531,93343ba6e41af95,19e2e,19e2e,d3a0b68ba8,969b8d0e39
sms,50,2012-05-09 00:00:49.0,1,c239a829fe482d5,1a94ee93c318b4a,19e2e,19e2e,ef264f7459,01c428bbac
Voice,0,2012-05-09 00:00:49.0,4,c9636aa207e54cd,55ad144fa74fddc,19e2e,19e2e,1a753bd760,15234696d7
Voice,24,2012-05-09 00:00:49.0,1,39951cf2e8552d1,d8ecd8ea2f02a99,19e2e,19e2e,ae3c1f202a,92d827bd96
Voice,22,2012-05-09 00:00:49.0,5,a0c362e72b2f62c,2ef8f25d1a3ffaf,19e2e,19e2e,e21c9c8e36,d1809b909f
Voice,30,2012-05-09 00:00:49.0,2,79be82f6be39018,a18ff30161f21b4,19e2e,19e2e,729b6b4b22,9411ac7df8
sms,0,2012-05-09 00:00:49.0,1,ce27ae1dd3bd16a,e09e736e46c5c3d,19e2e,19e2e,1d8095f79e,3e46cdd0e8
Voice,33,2012-05-09 00:00:49.0,1,e0062faa7907b82,29cde8502dec10d,19e2e,19e2e,d9e4753b7e,bdd8718fff
Voice,1,2012-05-09 00:00:49.0,2,8fea08d4e479090,143accc9e44d0bc,19e2e,19e2e,6d906c6ae4,5e6d655129
Voice,70,2012-05-09 00:00:49.0,1,1bc2c6cac155d4a,9d6a99af266f431,19e2e,19e2e,528676ee4a,2d43d99984
Voice,30,2012-05-09 00:00:49.0,1,dbe8266841e17d0,dfed2fc81a72df7,19e2e,19e2e,f758b5f0cf,c1ccd3443b
Voice,24,2012-05-09 00:00:49.0,2,305d77c7aebd530,3dd8deb6871029e,19e2e,19e2e,4b216dac9b,c2545171dc
Voice,154,2012-05-09 00:00:49.0,2,4c94a8b5d3d0e4e,76b3026a5fa855f,19e2e,19e2e,f38d2f5161,c9cb7e8be0
Voice,7,2012-05-09 00:00:49.0,0,29aeced35358664,ae64504ba67909b,19e2e,19e2e,ef7d7f4e3b,91e86be9a6
Voice,1,2012-05-09 00:00:49.0,1,e12d22cf40a40e7,99d6a752b93ac50,19e2e,19e2e,779039de17,eaa695cbb8
Voice,0,2012-05-09 00:00:49.0,1,10442c0713a2096,1a49f8b0ded9de6,19e2e,19e2e,07ed226112,334fdb9912
Voice,35,2012-05-09 00:00:49.0,1,9aa0b8bda7af023,ce623fe2bcd3f1c,19e2e,19e2e,97438a08c6,7e3dc3e601
Voice,108,2012-05-09 00:00:49.0,1,8fecddbe32ea247,3057b3eaf309139,19e2e,19e2e,034e373b45,7c96b03d1a
Voice,37,2012-05-09 00:00:49.0,0,4bfa5855e390066,cf155fd89ea8b73,19e2e,19e2e,34ac6e4be2,7bb5edf329
Voice,0,2012-05-09 00:00:49.0,0,3e62ccd77e6ab06,ab9febf290ea618,19e2e,19e2e,058e42d1ae,78d279198d
data,0,2012-05-09 00:00:49.0,_,abb7fde2cd7bfe4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:49.0,_,ec661e4cc68e3ec,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:49.0,_,091fc0b93aad8e8,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:49.0,_,5f5fff2148796f9,5a4dc9e82deb309,19e2e,OTHER,01MDiY5F89,01MDiY5F89
data,0,2012-05-09 00:00:49.0,_,fe6f6ec1d0714fd,5a4dc9e82deb309,19e2e,OTHER,NhzjVR1/SP,NhzjVR1/SP
sms,0,2012-05-09 00:00:50.0,2,8a4ad41bb45a5f1,c89c1dd7750a594,19e2e,19e2e,6hDV1hwf/K,6hDV1hwf/K
sms,0,2012-05-09 00:00:50.0,0,e5be894097ac34f,4e985d5cf66b850,19e2e,19e2e,00d3a79b20,312bc23650
sms,0,2012-05-09 00:00:50.0,0,2e9068295ae785a,1017170c4f4b358,19e2e,19e2e,a37bf6745c,84e3e7f10d
sms,0,2012-05-09 00:00:50.0,2,1c93b1bc88dc932,20eeadb6de1af75,19e2e,19e2e,6b749a3b0f,533d8c5a35
sms,0,2012-05-09 00:00:50.0,0,6b8f1b1d09107a7,aaaf0e4bdec7311,19e2e,19e2e,ae00876856,bc58a52936
sms,0,2012-05-09 00:00:50.0,1,def10b7e9978788,3ff1f8db23685b2,19e2e,19e2e,8cee3d86a3,d06f40f9d5
sms,0,2012-05-09 00:00:50.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,2012-05-09 00:00:50.0,5,825eb527ff5e1b7,e47412728ee9cda,19e2e,19e2e,d87c64e77e,daa1671776
sms,0,2012-05-09 00:00:50.0,2,4b69cb414c8794b,da668dc1a983f6b,19e2e,19e2e,9f2025bbed,464083a6c2
sms,0,2012-05-09 00:00:50.0,0,2c1f67461a3eeba,aaaf0e4bdec7311,19e2e,19e2e,e22b44de5a,5d885a2b8d
sms,0,2012-05-09 00:00:50.0,0,499d3d4d3e99b95,e09e736e46c5c3d,19e2e,19e2e,d5652591d5,bcb0672194
sms,0,2012-05-09 00:00:50.0,4,2a7b69b3697a4c7,93343ba6e41af95,19e2e,19e2e,c5f7dd987f,969b8d0e39
sms,25,2012-05-09 00:00:50.0,1,35394336851cc9d,5df8ea8bd2101e7,19e2e,19e2e,5935c85c67,7fa72a1ee3
sms,0,2012-05-09 00:00:50.0,3,99d837dba80583f,2917973687912f3,19e2e,19e2e,1712c27ed4,33420c4250
sms,0,2012-05-09 00:00:50.0,0,408ae2dc4386183,e7d5b944d2edc49,19e2e,19e2e,899e46fbee,fd14c3c790
sms,50,2012-05-09 00:00:50.0,1,d76805860348156,6dc2329722999b0,19e2e,19e2e,18ba0c44e5,f15bd5483f
sms,25,2012-05-09 00:00:50.0,0,b9979d8a229c845,7f78fb1788dbca4,19e2e,19e2e,0c40b2e1aa,58657f2784
sms,0,2012-05-09 00:00:50.0,0,db60f56a06e1e1e,fdb9ea352cb4a86,19e2e,19e2e,058e42d1ae,78d279198d
sms,25,2012-05-09 00:00:50.0,2,3c347a6df28c811,77ced9367ae0dd2,19e2e,19e2e,57ffe34d97,84e3e7f10d
sms,0,2012-05-09 00:00:50.0,2,5b6f26b5d0758fe,4e2fbf0369c8a22,19e2e,19e2e,55b8970644,ed05b53185
sms,0,2012-05-09 00:00:50.0,0,4012ab665ff1e8f,f3d229c6501bd10,19e2e,19e2e,f252007208,9869791cee
Voice,80,2012-05-09 00:00:50.0,0,89a134d658c0e1b,5976b77904c01a7,19e2e,19e2e,31e3922211,7e0f36f733
Voice,17,2012-05-09 00:00:50.0,0,44983f5eac749c6,c92d2da5e904fbc,19e2e,19e2e,a18d0953df,e9639876a8
Voice,70,2012-05-09 00:00:50.0,0,f52675975335abe,5d39ea293a5cb00,19e2e,19e2e,4cb70ebae5,cdabae1039
Voice,30,2012-05-09 00:00:50.0,0,829a71c3f12b5f6,22f7ecc9a4e3c54,19e2e,19e2e,8052d4a842,f7d63a29e5
Voice,14,2012-05-09 00:00:50.0,1,76f452c18e5d70a,36d4f7fb814209b,19e2e,19e2e,60d4453738,b5a37bf516
Voice,91,2012-05-09 00:00:50.0,1,a0da5f9b7f91a43,9826ca23529bc28,19e2e,19e2e,f1503855b3,3497b071a7
Voice,392,2012-05-09 00:00:50.0,0,8ef9b4953b274e0,b9a4449dec923b4,19e2e,19e2e,687f868757,487765ff90
data,0,2012-05-09 00:00:50.0,_,b2038cc6ad2a5d4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:50.0,_,f83adbfa635c79e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:50.0,_,5a761deb96e3a94,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:50.0,_,41b69ea60adc4ee,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:50.0,_,b90fde53ddba683,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:00:50.0,_,c46a50a2bb35a57,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,50,2012-05-09 00:00:51.0,1,649a512a7f1d337,e2c1219fb97ff5f,19e2e,19e2e,2b31b50edc,c537983cd8
sms,0,2012-05-09 00:00:51.0,0,c3455e59409aa70,ffdfaf0cd0aed10,19e2e,19e2e,46007ed334,f15bd5483f
sms,0,2012-05-09 00:00:51.0,2,045a14285047016,ac28378e660087f,19e2e,19e2e,5098c9e365,75bef3291a
sms,0,2012-05-09 00:00:51.0,0,7434f0b004d8696,8898c994079d791,19e2e,19e2e,15f5725977,c6bd18d180
sms,0,2012-05-09 00:00:51.0,2,fe79dd9e442f965,93343ba6e41af95,19e2e,19e2e,fdfe4e8c70,bd13e1597d
sms,0,2012-05-09 00:00:51.0,3,16b37c2ab1df862,71553fd65d6e343,19e2e,19e2e,86e48eb9c2,b7f8585aaa
sms,0,2012-05-09 00:00:51.0,0,c542f54d66e7f54,5f128b162cf35a9,19e2e,19e2e,485ef0de75,5d5b23bfed
sms,0,2012-05-09 00:00:51.0,2,8f72b21cdb0c11c,bccfb2d104ce34e,19e2e,19e2e,a7dff74777,b47a998a3e
sms,0,2012-05-09 00:00:51.0,1,b5315b446fc205a,8dda779edead379,19e2e,19e2e,42f7c74041,1ed7b897b7
sms,0,2012-05-09 00:00:51.0,3,60badd5d574cf89,26c8f9444f8a094,19e2e,19e2e,54983155d8,b569923906
sms,25,2012-05-09 00:00:51.0,2,e5b12824cca7842,335f1fdf5c14b64,19e2e,19e2e,b1adfda1f4,8ae14499cc
sms,0,2012-05-09 00:00:51.0,5,b65f66435bcfae1,f57b52057b6f987,19e2e,19e2e,2a79da3e07,56306cc7ca
sms,25,2012-05-09 00:00:51.0,0,dc3de15877107c8,d6508257b08c68b,19e2e,19e2e,ee1827b176,5c901ca57a
sms,25,2012-05-09 00:00:51.0,3,f655d233c774cae,0e643063a49e0ba,19e2e,19e2e,9f3f4322cf,1c7edd2f30
sms,0,2012-05-09 00:00:51.0,2,668694db8725210,122a75e267e2263,19e2e,19e2e,f582c72524,0a7abc8330
sms,25,2012-05-09 00:00:51.0,2,dbb6d1bd132db8a,ade86ac23e8849c,19e2e,19e2e,1479b0d550,d7a531cfa8
sms,0,2012-05-09 00:00:51.0,1,460a66e8d184025,9f1c32cdc43ec5a,19e2e,19e2e,7f50d052bb,ef51d8b174
sms,25,2012-05-09 00:00:51.0,1,16f659d930fa368,888ebc50b7eb82b,19e2e,19e2e,50a1aa3c04,64ea988424
sms,25,2012-05-09 00:00:51.0,2,3c5aecf12a41f29,479c273f34b22e3,19e2e,19e2e,ae5719e1fe,11e254d6b7
sms,0,2012-05-09 00:00:51.0,2,0807fa6d2a377fc,ede3198040124ab,19e2e,19e2e,32b36c0459,200a092e1c
sms,25,2012-05-09 00:00:51.0,1,4da75f54eb8d48d,f4107532e099710,19e2e,19e2e,855fdf0ecd,bee752ed00
sms,25,2012-05-09 00:00:51.0,0,e564e17e5783dc3,49048b4b0c53054,19e2e,19e2e,63acd2daa9,ef51d8b174
sms,0,2012-05-09 00:00:51.0,0,caaab11209d4096,eb6e55ddc00d15c,19e2e,19e2e,7ea7f9e5ec,5c565fbfb1
sms,25,2012-05-09 00:00:51.0,0,b211d32fe77bb4a,b82a658ffd089e2,19e2e,19e2e,19c95a8eca,ba8ce6e4ef
sms,0,2012-05-09 00:00:51.0,5,1d433dea31feb64,3fa78f71cb8942c,19e2e,19e2e,843802f48a,029ef38f0b
sms,0,2012-05-09 00:00:51.0,2,c0c17a3a498181d,8d2e91584f96122,19e2e,19e2e,b78724d6fc,ea07812c27
Voice,303,2012-05-09 00:00:51.0,5,0e93cd09038378e,efff3c35763c0db,19e2e,19e2e,baa72a53a9,09de0e9054
Voice,19,2012-05-09 00:00:51.0,1,1253df1db62cea2,f6abf3f6665d721,19e2e,19e2e,10ae6c0752,0f34c36ac5
Voice,1,2012-05-09 00:00:51.0,3,2b9fae1f01ce600,e6a8d33b99fd087,19e2e,19e2e,ae0d078ccf,a314c5ec32
Voice,1,2012-05-09 00:00:51.0,1,f3e7f3b9a3a3a0f,d1aa424fd5e404a,19e2e,19e2e,c1655451f8,018c57e9b9
Voice,27,2012-05-09 00:00:51.0,2,7c4659f418f5b1f,1f51f58fd836435,19e2e,19e2e,706d8914d0,22389546ec
Voice,0,2012-05-09 00:00:51.0,0,28dbbe4d18f827a,55ad144fa74fddc,19e2e,19e2e,7a5cd39fe5,2e335d2f79
Voice,50,2012-05-09 00:00:51.0,1,eef05ca6d4c2c5a,fcd88e143f07c43,19e2e,19e2e,6228bacd44,2a61d9a98c
Voice,0,2012-05-09 00:00:51.0,0,23b882207f3cebd,85b3195dd910b87,19e2e,19e2e,554d566c19,04bc287a75
Voice,398,2012-05-09 00:00:51.0,0,33fbd7e0ea3b1b2,813f92963c396f7,19e2e,19e2e,b42d04b0d7,9ef9616350
