;VILLES;STATUS;LOCALISATION;DECOUPZONE;ZONENAME;LONGITUDE;LATITUDE;REGION;AREA;CELL_ID;SITE_CODE
1946;KANI;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.60427777777778;8.46952777777778;WORODOUGOU;NORTH WEST;9bc3288f59;02ba205929
1947;KANI;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.60427777777778;8.46952777777778;WORODOUGOU;NORTH WEST;500340ad85;02ba205929
1948;KANI;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.60427777777778;8.46952777777778;WORODOUGOU;NORTH WEST;8a2b05aa7b;02ba205929
1949;KANOROBA;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.17875;9.11141111111111;SAVANE;CENTRE NORTH;817408bd4b;f13e136c2f
1950;KANOROBA;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.17875;9.11141111111111;SAVANE;CENTRE NORTH;4c62ece2d8;f13e136c2f
1951;KANOROBA;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.17875;9.11141111111111;SAVANE;CENTRE NORTH;857665f200;f13e136c2f
1952;KANZRA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.21663888888889;7.32516666666667;MARAHOUE;NORTH WEST;82a91c94f5;d7f6e56e1c
1953;KANZRA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.21663888888889;7.32516666666667;MARAHOUE;NORTH WEST;e8167ccb80;d7f6e56e1c
1954;KANZRA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.21663888888889;7.32516666666667;MARAHOUE;NORTH WEST;218c640bf6;d7f6e56e1c
1955;KASSERE;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.21933333333333;9.81847222222222;SAVANE;CENTRE NORTH;051277075e;75b42191fb
1956;KASSERE;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.21933333333333;9.81847222222222;SAVANE;CENTRE NORTH;98a7d43fc6;75b42191fb
1957;KASSERE;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.21933333333333;9.81847222222222;SAVANE;CENTRE NORTH;c122d52235;75b42191fb
1958;KATIOLA;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.08713888888889;8.13488888888889;VALLEE DU BANDAMA;CENTRE NORTH;d236ec6ca8;563f361535
1959;KATIOLA;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.08713888888889;8.13488888888889;VALLEE DU BANDAMA;CENTRE NORTH;7351fb1692;563f361535
1960;KATIOLA;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.08713888888889;8.13488888888889;VALLEE DU BANDAMA;CENTRE NORTH;2065a76cf0;563f361535
1961;KEIBLA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.58911111111111;6.84447222222222;HAUT SASSANDRA;NORTH WEST;133f2ce99c;a99149a887
1962;KEIBLA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.58911111111111;6.84447222222222;HAUT SASSANDRA;NORTH WEST;0e1993c6e6;a99149a887
1963;KEIBLA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.58911111111111;6.84447222222222;HAUT SASSANDRA;NORTH WEST;fdf2c02cd1;a99149a887
1964;BOUAKE;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-4.99436111111111;7.67783333333333;VALLEE DU BANDAMA;CENTRE NORTH;cbdf25c42d;5ac6821ef4
1965;BOUAKE;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-4.99436111111111;7.67783333333333;VALLEE DU BANDAMA;CENTRE NORTH;352fc36cf9;5ac6821ef4
1966;BOUAKE;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-4.99436111111111;7.67783333333333;VALLEE DU BANDAMA;CENTRE NORTH;71f9dc7d0d;5ac6821ef4
1967;KETESSO;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.17586111111111;5.885;SUD COMOE;ABIDJAN SOUTH;b131ed45a0;cc0c432589
1968;KETESSO;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.17586111111111;5.885;SUD COMOE;ABIDJAN SOUTH;6fdad3e0e4;cc0c432589
1969;KETESSO;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.17586111111111;5.885;SUD COMOE;ABIDJAN SOUTH;80e1fced01;cc0c432589
1970;KETRO BASSAM;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.64786111111111;7.17769444444444;HAUT SASSANDRA;NORTH WEST;d298c9b176;8bccc5df3d
1971;KETRO BASSAM;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.64786111111111;7.17769444444444;HAUT SASSANDRA;NORTH WEST;76ad0da108;8bccc5df3d
1972;KETRO BASSAM;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.64786111111111;7.17769444444444;HAUT SASSANDRA;NORTH WEST;2b4262cef8;8bccc5df3d
1973;KIMBIRILA NORD;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-7.51422222222222;10.3623055555556;DENGUELE;NORTH WEST;18992359a5;4969c360ce
1974;KIMBIRILA NORD;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-7.51422222222222;10.3623055555556;DENGUELE;NORTH WEST;199a75c3bc;4969c360ce
1975;KIMBIRILA NORD;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-7.51422222222222;10.3623055555556;DENGUELE;NORTH WEST;0811ba5bcb;4969c360ce
1976;KIMBIRILA SUD;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-7.61407777777778;9.706975;DENGUELE;NORTH WEST;3bf071d1dd;f3e83c58ed
1977;KIMBIRILA SUD;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-7.61407777777778;9.706975;DENGUELE;NORTH WEST;dd328c6b54;f3e83c58ed
1978;KIMBIRILA SUD;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-7.61407777777778;9.706975;DENGUELE;NORTH WEST;7b48c2ff6c;f3e83c58ed
1979;ISSIA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.58232777777778;6.50463888888889;HAUT SASSANDRA;NORTH WEST;cda355a0ce;98c81a2a92
1980;ISSIA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.58232777777778;6.50463888888889;HAUT SASSANDRA;NORTH WEST;368e7dea80;98c81a2a92
1981;ISSIA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.58232777777778;6.50463888888889;HAUT SASSANDRA;NORTH WEST;6b3e3bbb40;98c81a2a92
1982;KLOTOU;In Service;INTERIEUR;SUD-OUEST;ZONE E - SUD-OUEST;-7.1865;4.55338888888889;BAS SASSANDRA;SOUTH WEST;4347f646a4;848bd41589
1983;KLOTOU;In Service;INTERIEUR;SUD-OUEST;ZONE E - SUD-OUEST;-7.1865;4.55338888888889;BAS SASSANDRA;SOUTH WEST;7b3a351848;848bd41589
1984;KLOTOU;In Service;INTERIEUR;SUD-OUEST;ZONE E - SUD-OUEST;-7.1865;4.55338888888889;BAS SASSANDRA;SOUTH WEST;af8731a77e;848bd41589
1985;YOPOUGON;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.13252777777778;5.33683333333333;LAGUNE;ABIDJAN NORTH;a4809dfc4b;2386872948
1986;YOPOUGON;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.13252777777778;5.33683333333333;LAGUNE;ABIDJAN NORTH;6313647c3d;2386872948
1987;YOPOUGON;In Service;ABIDJAN;Abidjan_OUEST;ZONE C - Abidjan_OUEST;-4.13252777777778;5.33683333333333;LAGUNE;ABIDJAN NORTH;63dda85e51;2386872948
1988;TREICHVILLE;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-3.99575;5.29405555555556;LAGUNE;ABIDJAN SOUTH;e677443c92;116d14d6b7
1989;TREICHVILLE;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-3.99575;5.29405555555556;LAGUNE;ABIDJAN SOUTH;1f70bef562;116d14d6b7
1990;TREICHVILLE;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-3.99575;5.29405555555556;LAGUNE;ABIDJAN SOUTH;98eb55e136;116d14d6b7
1991;TREICHVILLE;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-3.99575;5.29405555555556;LAGUNE;ABIDJAN SOUTH;b9257b9a2e;116d14d6b7
1992;TREICHVILLE;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-3.99575;5.29405555555556;LAGUNE;ABIDJAN SOUTH;b48ca99975;116d14d6b7
1993;TREICHVILLE;In Service;ABIDJAN;Abidjan_CENTRE;ZONE A - Abidjan_CENTRE;-3.99575;5.29405555555556;LAGUNE;ABIDJAN SOUTH;151a1c19f0;116d14d6b7
1994;KOBEDAIGOURE;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.61583333333333;5.72769444444444;SUD BANDAMA;SOUTH WEST;1afb7a9d98;88bb1bbeb9
1995;KOBEDAIGOURE;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.61583333333333;5.72769444444444;SUD BANDAMA;SOUTH WEST;4433797750;88bb1bbeb9
1996;KOBEDAIGOURE;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.61583333333333;5.72769444444444;SUD BANDAMA;SOUTH WEST;ae8dc21117;88bb1bbeb9
1997;KODIOSSOU;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.75555555555556;5.765;LAGUNE;ABIDJAN NORTH;e586b20453;cd9b89c1b6
1998;KODIOSSOU;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.75555555555556;5.765;LAGUNE;ABIDJAN NORTH;1529a040f7;cd9b89c1b6
1999;KODIOSSOU;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.75555555555556;5.765;LAGUNE;ABIDJAN NORTH;ddb03f83b3;cd9b89c1b6
2000;KODJINAN;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.61375;6.71966666666667;MOYEN COMOE;EAST;54dacb8178;13683a24f0
2001;KODJINAN;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.61375;6.71966666666667;MOYEN COMOE;EAST;e8c503ba30;13683a24f0
2002;KODJINAN;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.61375;6.71966666666667;MOYEN COMOE;EAST;13f6783c29;13683a24f0
2003;KOFFI AMONKRO;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.96086111111111;7.47044444444444;NZI COMOE;EAST;aea5a1d67d;3c480dd046
2004;KOFFI AMONKRO;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.96086111111111;7.47044444444444;NZI COMOE;EAST;7b21c0edcf;3c480dd046
2005;KOFFI AMONKRO;In Service;INTERIEUR;Grand-EST;ZONE C - Grand-EST;-3.96086111111111;7.47044444444444;NZI COMOE;EAST;5e11c93ac4;3c480dd046
2006;KOKOUMBO;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.257875;6.54356666666667;LACS;CENTRE NORTH;e00440be29;66ec15048f
2007;KOKOUMBO;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.257875;6.54356666666667;LACS;CENTRE NORTH;d3f3604033;66ec15048f
2008;KOKOUMBO;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.257875;6.54356666666667;LACS;CENTRE NORTH;d38fffe140;66ec15048f
2009;YAMOUSSOUKRO;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.27594444444444;6.78391666666667;LACS;CENTRE NORTH;ec3b3e0512;ec36e9bdac
2010;YAMOUSSOUKRO;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.27594444444444;6.78391666666667;LACS;CENTRE NORTH;94933d802d;ec36e9bdac
2011;YAMOUSSOUKRO;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.27594444444444;6.78391666666667;LACS;CENTRE NORTH;d77f737b2f;ec36e9bdac
2012;YAMOUSSOUKRO;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.27594444444444;6.78391666666667;LACS;CENTRE NORTH;6a7880045e;ec36e9bdac
2013;YAMOUSSOUKRO;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.27594444444444;6.78391666666667;LACS;CENTRE NORTH;4c6d842054;ec36e9bdac
2014;YAMOUSSOUKRO;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.27594444444444;6.78391666666667;LACS;CENTRE NORTH;0cb61d3c9d;ec36e9bdac
2015;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.01377777777778;5.44097222222222;LAGUNE;ABIDJAN NORTH;7eb54aa61e;f6ae0e2972
2016;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.01377777777778;5.44097222222222;LAGUNE;ABIDJAN NORTH;29b345fdeb;f6ae0e2972
2017;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.01377777777778;5.44097222222222;LAGUNE;ABIDJAN NORTH;c7ad21f19d;f6ae0e2972
2018;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.01377777777778;5.44097222222222;LAGUNE;ABIDJAN NORTH;e8f1d5483d;f6ae0e2972
2019;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.01377777777778;5.44097222222222;LAGUNE;ABIDJAN NORTH;ea7c1cc087;f6ae0e2972
2020;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.01377777777778;5.44097222222222;LAGUNE;ABIDJAN NORTH;14eafc244a;f6ae0e2972
2021;KOLIA;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.47516666666667;9.77161111111111;SAVANE;CENTRE NORTH;9f24ff5f22;9b32fd2011
2022;KOLIA;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.47516666666667;9.77161111111111;SAVANE;CENTRE NORTH;7734ae02b1;9b32fd2011
2023;KOLIA;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.47516666666667;9.77161111111111;SAVANE;CENTRE NORTH;0338fae8c2;9b32fd2011
2024;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.00225;5.42047222222222;LAGUNE;ABIDJAN NORTH;0c347f18fb;700e13a5cf
2025;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.00225;5.42047222222222;LAGUNE;ABIDJAN NORTH;f417429326;700e13a5cf
2026;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.00225;5.42047222222222;LAGUNE;ABIDJAN NORTH;9722f8ff0f;700e13a5cf
2027;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-3.99736111111111;5.41938888888889;LAGUNE;ABIDJAN NORTH;30a5636053;f47392b314
2028;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-3.99736111111111;5.41938888888889;LAGUNE;ABIDJAN NORTH;f55f8accda;f47392b314
2029;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-3.99736111111111;5.41938888888889;LAGUNE;ABIDJAN NORTH;ac231fdd44;f47392b314
2030;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.00225;5.42047222222222;LAGUNE;ABIDJAN NORTH;484497460f;700e13a5cf
2031;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.00225;5.42047222222222;LAGUNE;ABIDJAN NORTH;23c36e5f80;700e13a5cf
2032;ABOBO;In Service;ABIDJAN;Abidjan_NORD;ZONE E - Abidjan_NORD;-4.00225;5.42047222222222;LAGUNE;ABIDJAN NORTH;eecb977fb3;700e13a5cf
2033;KOMBORODOUGOU;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.424;9.33613888888889;SAVANE;CENTRE NORTH;0e9c39296f;45669f3801
2034;KOMBORODOUGOU;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.424;9.33613888888889;SAVANE;CENTRE NORTH;f60fe1e423;45669f3801
2035;KOMBORODOUGOU;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.424;9.33613888888889;SAVANE;CENTRE NORTH;80a61bd345;45669f3801
2036;KONAHIRI;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.83619444444444;7.78333333333333;WORODOUGOU;NORTH WEST;0a2c479c5e;02db8f0ba9
2037;KONAHIRI;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.83619444444444;7.78333333333333;WORODOUGOU;NORTH WEST;8ee11253ac;02db8f0ba9
2038;KONAHIRI;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.83619444444444;7.78333333333333;WORODOUGOU;NORTH WEST;f431fc75c2;02db8f0ba9
2039;KONEDOUGOU;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.66111111111111;6.035;BAS SASSANDRA;SOUTH WEST;70b7ba23d9;5da87949e2
2040;KONEDOUGOU;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.66111111111111;6.035;BAS SASSANDRA;SOUTH WEST;b1ae9d7e0a;5da87949e2
2041;KONEDOUGOU;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.66111111111111;6.035;BAS SASSANDRA;SOUTH WEST;4aaf1f26fb;5da87949e2
2042;KONG;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-4.60311111111111;9.15588888888889;SAVANE;CENTRE NORTH;cf51c76045;08b3705469
2043;KONG;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-4.60311111111111;9.15588888888889;SAVANE;CENTRE NORTH;7ca3a7816f;08b3705469
2044;KONG;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-4.60311111111111;9.15588888888889;SAVANE;CENTRE NORTH;73012ffecc;08b3705469
2045;KONGASSO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.08122222222222;7.81288888888889;WORODOUGOU;NORTH WEST;d36928c8ae;93655499af
2046;KONGASSO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.08122222222222;7.81288888888889;WORODOUGOU;NORTH WEST;8ba90845c1;93655499af
2047;KONGASSO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-6.08122222222222;7.81288888888889;WORODOUGOU;NORTH WEST;471008d521;93655499af
2048;KONI;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.68825;9.59030555555556;SAVANE;CENTRE NORTH;4b5ddcd111;9e940e38af
2049;KONI;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.68825;9.59030555555556;SAVANE;CENTRE NORTH;6903e7cfe3;9e940e38af
2050;KONI;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.68825;9.59030555555556;SAVANE;CENTRE NORTH;9056dd3b81;9e940e38af
2051;KONONFLA;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.61719722222222;6.65205833333333;MARAHOUE;SOUTH WEST;b38a19f41a;35d0e703aa
2052;KONONFLA;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.61719722222222;6.65205833333333;MARAHOUE;SOUTH WEST;4b55d01457;35d0e703aa
2053;KONONFLA;In Service;INTERIEUR;Grand-SUD;ZONE B - Grand-SUD;-5.61719722222222;6.65205833333333;MARAHOUE;SOUTH WEST;4e862b9aa0;35d0e703aa
2054;KONTROU;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-7.33663888888889;7.43996944444444;18 MONTAGNES;NORTH WEST;7c681be0dd;9ef618fd3f
2055;KONTROU;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-7.33663888888889;7.43996944444444;18 MONTAGNES;NORTH WEST;0eec2d6178;9ef618fd3f
2056;KONTROU;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-7.33663888888889;7.43996944444444;18 MONTAGNES;NORTH WEST;9346b0c0c2;9ef618fd3f
2057;KOONAN;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-7.96694444444444;8.36705555555556;BAFING;NORTH WEST;06049e1937;05566b9200
2058;KOONAN;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-7.96694444444444;8.36705555555556;BAFING;NORTH WEST;576de24668;05566b9200
2059;KOONAN;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-7.96694444444444;8.36705555555556;BAFING;NORTH WEST;04f5a063c0;05566b9200
2060;KOREA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.35069444444444;6.56194444444444;HAUT SASSANDRA;NORTH WEST;249821e3b1;c750b1b134
2061;KOREA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.35069444444444;6.56194444444444;HAUT SASSANDRA;NORTH WEST;2098d93d2d;c750b1b134
2062;KOREA;In Service;INTERIEUR;Grand-OUEST;ZONE D - Grand-OUEST;-6.35069444444444;6.56194444444444;HAUT SASSANDRA;NORTH WEST;50ae2d2f73;c750b1b134
2063;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62930555555556;9.45691666666667;SAVANE;CENTRE NORTH;3834146596;84e2a3c94f
2064;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62930555555556;9.45691666666667;SAVANE;CENTRE NORTH;08b3705469;84e2a3c94f
2065;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62930555555556;9.45691666666667;SAVANE;CENTRE NORTH;e1498e9654;84e2a3c94f
2066;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62930555555556;9.45691666666667;SAVANE;CENTRE NORTH;294bb5a5a7;84e2a3c94f
2067;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62930555555556;9.45691666666667;SAVANE;CENTRE NORTH;e81e20f821;84e2a3c94f
2068;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62930555555556;9.45691666666667;SAVANE;CENTRE NORTH;a65daaf5d3;84e2a3c94f
2069;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.6115;9.47458333333333;SAVANE;CENTRE NORTH;a3ea26a4a8;e2b604cffa
2070;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.6115;9.47458333333333;SAVANE;CENTRE NORTH;bdd8718fff;e2b604cffa
2071;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.6115;9.47458333333333;SAVANE;CENTRE NORTH;2d08b16ac2;e2b604cffa
2072;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.61733333333333;9.44361111111111;SAVANE;CENTRE NORTH;f18289853c;2443d87035
2073;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.61733333333333;9.44361111111111;SAVANE;CENTRE NORTH;fb63d19299;2443d87035
2074;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.61733333333333;9.44361111111111;SAVANE;CENTRE NORTH;ab9881f3b2;2443d87035
2075;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.63916666666667;9.4775;SAVANE;CENTRE NORTH;8b34ae86f1;daa1671776
2076;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.63916666666667;9.4775;SAVANE;CENTRE NORTH;b6add09a95;daa1671776
2077;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.63916666666667;9.4775;SAVANE;CENTRE NORTH;785d9c8d0f;daa1671776
2078;KORHOGO;;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.63916666666667;9.4775;SAVANE;CENTRE NORTH;fdfe7c7b8c;daa1671776
2079;KORHOGO;;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.63916666666667;9.4775;SAVANE;CENTRE NORTH;58cee593f8;daa1671776
2080;KORHOGO;;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.63916666666667;9.4775;SAVANE;CENTRE NORTH;4c33e127b9;daa1671776
2081;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62518888888889;9.41946944444444;SAVANE;CENTRE NORTH;29e4a8319a;bdeafe55f0
2082;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62518888888889;9.41946944444444;SAVANE;CENTRE NORTH;67327c92a7;bdeafe55f0
2083;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62518888888889;9.41946944444444;SAVANE;CENTRE NORTH;a0d43428f5;bdeafe55f0
2084;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62518888888889;9.41946944444444;SAVANE;CENTRE NORTH;5f664a17ae;bdeafe55f0
2085;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62518888888889;9.41946944444444;SAVANE;CENTRE NORTH;5f664a17ae;bdeafe55f0
2086;KORHOGO;;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62518888888889;9.41946944444444;SAVANE;CENTRE NORTH;5fc06adaf1;bdeafe55f0
2087;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62768888888889;9.46979166666667;SAVANE;CENTRE NORTH;dae05b7b40;bc6bc54edb
2088;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62768888888889;9.46979166666667;SAVANE;CENTRE NORTH;5ed13a8c6a;bc6bc54edb
2089;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.62768888888889;9.46979166666667;SAVANE;CENTRE NORTH;ae6a46b348;bc6bc54edb
2090;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.58458333333333;9.47686111111111;SAVANE;CENTRE NORTH;7175f5eb22;9ec23b88b7
2091;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.58458333333333;9.47686111111111;SAVANE;CENTRE NORTH;2a35e9085f;9ec23b88b7
2092;KORHOGO;In Service;INTERIEUR;Grand-NORD;ZONE A - Grand-NORD;-5.58458333333333;9.47686111111111;SAVANE;CENTRE NORTH;ddf6a28c06;9ec23b88b7
